브레이크 유형,수준,간격,시도 번호,선두 차량 감속률,실험 차량 평균 감속률,선두 차량 평균 속도,실험 차량 평균 속도,브레이크 평균 세기,반응 시간,Reaction_Duration,충돌여부,최소 안전 거리 유지,block_id,GSR_avg,GSR_std,GSR_max,GSR_min,GSR_range,GSR_peaks,GSR_Z_avg,GSR_Z_std,GSR_Z_max,GSR_Z_min,GSR_Z_range,GSR_Z_peaks,SCR_avg,SCR_std,SCR_max,SCR_min,SCR_range,SCR_peaks,SCR_Z_avg,SCR_Z_std,SCR_Z_max,SCR_Z_min,SCR_Z_range,SCR_Z_peaks,PPG_avg,PPG_std,PPG_max,PPG_min,PPG_range,PPG_peaks
기본제동등A,수준2,20,1,-2,0.12539550929203572,87.39823008849558,88.84070796460178,0.11356885084070796,1396.0,3078.0,False,True,75,2.054881350533524,0.004339260617752667,2.0608058608058606,2.046153846153846,0.0146520146520146,1.0,-0.4045967030459591,0.01153413071862046,-0.3897654509342924,-0.4285622007115121,0.0387967497772197,7.0,-0.0006370441153049651,0.0008641286807613491,0.0014652014652019,-0.0014652014652019,0.0029304029304038,6.0,-0.047496011129247596,0.09044691560110339,0.1716967005042001,-0.1346115890359526,0.3063082895401527,7.0,1414.5246058289536,44.46242462860264,1492.3076923076922,1349.4505494505493,142.8571428571429,7.0
기본제동등A,수준2,20,2,-2,0.8059514439690265,87.39380530973452,93.07964601769912,0.0844923371238938,1492.0,2981.0,False,True,83,1.8980410893454362,0.0009792110494916617,1.8996336996336995,1.8967032967032968,0.002930402930402698,0.0,-0.6569177593985764,0.002876739850165512,-0.6522864346930969,-0.6629033856266843,0.010616950933587388,3.0,-0.0001274088230609913,0.0006110312499840746,0.0014652014652014,-0.0014652014652014,0.0029304029304028,1.0,0.008110273384270441,0.1016039300297828,0.2730484386016062,-0.2148889498576377,0.48793738845924395,3.0,1407.1667462971811,41.76814677190793,1490.8424908424906,1345.054945054945,145.7875457875457,6.0
기본제동등A,수준2,20,3,-2,-0.03790800442477897,87.38938053097345,85.46460176991151,0.14899341871681415,1486.0,3004.0,False,True,89,1.8767232767232762,0.0026189037363301185,1.882051282051282,1.873260073260073,0.008791208791208982,0.0,-0.6586918436274278,0.012187180689506723,-0.6332877524211378,-0.6744810421929386,0.04119328977180081,5.0,-0.0003996003996004,0.0008065668608984305,0.0,-0.0029304029304029,0.0029304029304029,1.0,-0.05305955235500419,0.15809302236365072,0.0255445812113547,-0.5487379270035371,0.5742825082148918,4.0,1356.6433566433566,41.9073943322033,1434.4322344322345,1286.4468864468863,147.9853479853482,6.0
기본제동등A,수준2,20,4,-2,-1.0274122699115045,87.38495575221239,89.03982300884955,0.04580334911504425,1274.0,3243.0,False,True,94,1.876946709204773,0.002234002808814346,1.8805860805860808,1.873260073260073,0.007326007326007744,2.0,-0.6331344412356742,0.01072654700240721,-0.6152753901360114,-0.651077506392261,0.03580211625624963,7.0,-0.00023632281696797742,0.0007657248268632929,0.0014652014652014,-0.0014652014652019,0.0029304029304033,2.0,-0.02625770524710158,0.1592684133849354,0.3280999763093793,-0.2823727280824994,0.6104727043918787,8.0,1344.8895190830672,39.123764454114124,1454.9450549450548,1275.4578754578754,179.48717948717945,9.0
기본제동등A,수준2,20,1,-6,-5.309899728761063,61.60176991150443,68.26548672566372,0.40946822203539823,1256.0,3231.0,False,False,72,2.1845198279980895,0.011991775748766705,2.208791208791209,2.1648351648351647,0.043956043956044244,1.0,-0.11729450565131519,0.025777985336036712,-0.0647440974054213,-0.1600399601014943,0.095295862696073,3.0,-0.0021022455805064216,0.0015192230315371888,0.0,-0.0058608058608058,0.0058608058608058,4.0,-0.16156869570653337,0.12420250476346331,0.0142737334479207,-0.4699671698511555,0.4842409032990762,7.0,1369.0715082019428,54.08854291384859,1493.040293040293,1293.040293040293,200.0,5.0
기본제동등A,수준2,20,2,-6,-4.786489323893805,61.78761061946903,67.21681415929204,0.5558147066371681,1217.0,3265.0,True,False,80,2.0207994903647077,0.0295970523951533,2.066666666666667,1.9890109890109888,0.07765567765567805,1.0,-0.19266361477045557,0.12138127720434745,-0.0047109152047032,-0.3236001291841933,0.3188892139794901,2.0,0.002802994107341909,0.00526274295730265,0.0131868131868135,-0.0058608058608067,0.0190476190476202,4.0,0.4332450083398346,0.7800082456529632,1.9713474535795177,-0.855795433821984,2.827142887401502,5.0,1391.08138238573,53.45825070321719,1490.10989010989,1311.3553113553112,178.75457875457892,6.0
기본제동등A,수준2,20,3,-6,-4.651491184513275,61.756637168141594,68.97787610619469,0.4596995840707965,1327.0,3164.0,False,False,85,1.888844488844488,0.0013218137917633595,1.890842490842491,1.8864468864468864,0.004395604395604602,2.0,-0.6388044166364761,0.0049309286985502795,-0.6306688648898029,-0.6483512968987866,0.017682432008983673,5.0,-0.0001998001998002,0.0008208434889073815,0.0014652014652014,-0.0014652014652016,0.002930402930403,2.0,-0.008643763490189122,0.14874850572512413,0.2937573172964008,-0.2385037302669235,0.5322610475633243,5.0,1404.7286047286048,45.737898650463656,1496.7032967032967,1330.4029304029302,166.30036630036648,6.0
기본제동등A,수준2,20,4,-6,-2.96130734380531,61.74778761061947,65.19026548672566,0.3979037550884956,1318.0,3172.0,False,False,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기본제동등A,수준2,40,1,-2,-0.1843486249026549,87.33628318584071,91.34955752212389,0.03776716022123894,1960.0,2525.0,False,True,77,1.9565854435419652,0.0016113793616020582,1.9582417582417584,1.9523809523809528,0.005860805860805618,1.0,-0.6319578710392497,0.0058028438422192356,-0.6254179400494824,-0.6421207946365819,0.016702854587099525,3.0,-0.00019111323459149564,0.0011092286665464112,0.0029304029304029,-0.0029304029304031,0.005860805860806,2.0,0.008959933969021698,0.1363456127332229,0.3909608299351166,-0.3294246097819873,0.7203854397171039,5.0,1365.4722089504698,37.28440115242867,1437.362637362637,1299.6336996336995,137.72893772893758,6.0
기본제동등A,수준2,40,2,-2,0.11634746902654873,87.3716814159292,85.45575221238938,0.10512131402654866,1377.0,3099.0,False,True,79,1.9563103563103572,0.0055818189737961545,1.9684981684981684,1.9494505494505496,0.019047619047618758,0.0,-0.4659894201469399,0.020246338084951604,-0.4210444348745009,-0.4900508385396405,0.0690064036651396,6.0,-0.0009324009324009138,0.0009640317874868257,0.0,-0.0029304029304029,0.0029304029304029,6.0,-0.1054553190870195,0.1374770435753628,0.027949505416558,-0.3899359309912953,0.4178854364078533,7.0,1447.7189477189477,43.41447610740175,1549.4505494505493,1372.8937728937728,176.5567765567764,6.0
