브레이크 유형,수준,간격,시도 번호,선두 차량 감속률,실험 차량 평균 감속률,선두 차량 평균 속도,실험 차량 평균 속도,브레이크 평균 세기,반응 시간,Reaction_Duration,충돌여부,최소 안전 거리 유지,block_id,GSR_avg,GSR_std,GSR_max,GSR_min,GSR_range,GSR_peaks,GSR_Z_avg,GSR_Z_std,GSR_Z_max,GSR_Z_min,GSR_Z_range,GSR_Z_peaks,SCR_avg,SCR_std,SCR_max,SCR_min,SCR_range,SCR_peaks,SCR_Z_avg,SCR_Z_std,SCR_Z_max,SCR_Z_min,SCR_Z_range,SCR_Z_peaks,PPG_avg,PPG_std,PPG_max,PPG_min,PPG_range,PPG_peaks
기본제동등A,수준2,20,1,-2,0.5865164734513275,87.36725663716814,83.33628318584071,0.18373657566371684,722.0,3770.0,False,True,5,3.1872909698996663,0.01756938230254657,3.210989010989012,3.161172161172161,0.04981684981685097,1,0.07576759414230602,0.00846452036219751,0.0871399282974089,0.0631478998053848,0.0239920284920241,1,-0.0019111323459148999,0.0020453166009057272,0.0043956043956048,-0.0043956043956048,0.0087912087912096,6,-0.06205470716720598,0.059174861698579946,0.1200088615432237,-0.1343327505981225,0.2543416121413462,5,1381.398311833094,26.578861720968753,1425.6410256410256,1331.8681318681315,93.77289377289412,5
기본제동등A,수준2,20,2,-2,-2.383529150442478,87.38938053097345,68.86283185840708,0.3225448346017699,1008.9999999999999,3504.0,False,True,6,3.1615051615051617,0.06813082803072334,3.256410256410257,3.087912087912087,0.16849816849816968,0,0.04699036476057612,0.034842519295435276,0.0954625562985111,0.0093356805293415,0.0861268757691696,1,0.006726606726606746,0.009050867256111057,0.0205128205128208,-0.0043956043956048,0.0249084249084256,3,0.20509949306302752,0.2812097686298206,0.6346176823047195,-0.1392242873202725,0.773841969624992,1,1388.1451881451883,23.821340559326128,1431.5018315018317,1354.5787545787546,76.92307692307713,5
기본제동등A,수준2,20,3,-2,-1.6948888646017701,87.36725663716814,83.63274336283186,0.2529967846902655,1081.0,3432.0,False,True,13,2.715623506927855,0.01940248367179072,2.78021978021978,2.7010989010989013,0.07912087912087884,2,-0.18420480824100507,0.013479755228407324,-0.1396955200143869,-0.194551594135233,0.054856074120846116,3,0.0032489249880553695,0.0064012632294859805,0.0249084249084243,-0.0029304029304029,0.0278388278388272,4,0.12902196418015519,0.24182922035418172,0.9475035697207,-0.1041016465311135,1.0516052162518135,5,1377.6716037585604,27.406843057984542,1434.4322344322345,1331.8681318681315,102.564102564103,5
기본제동등A,수준2,20,4,-2,-0.8910737300884954,87.32743362831859,72.929203539823,0.3630287652654867,992.0,3495.0,False,True,23,2.6751712056059884,0.005122203473624802,2.6864468864468862,2.6673992673992672,0.01904761904761898,2,-0.13601649802649818,0.004173590613625903,-0.1266358397778438,-0.1422932936192266,0.015657453841382812,5,-0.0007007485268354608,0.003088305389345328,0.0117216117216116,-0.0043956043956048,0.0161172161172164,7,-0.021548145311229023,0.11325074771583254,0.4338686280248872,-0.157133653832708,0.5910022818575952,7,1405.6059882146837,32.35047732124949,1468.8644688644688,1358.241758241758,110.62271062271088,6
기본제동등A,수준2,20,1,-6,-4.738641154704646,61.756637168141594,62.203539823008846,0.3862821681415929,1393.0,3103.0,True,False,4,2.997002997002997,0.06483330584781719,3.155311355311356,2.947252747252747,0.2080586080586091,1,0.0011810122524402009,0.02835993864721835,0.0704040317242228,-0.0205133359595756,0.0909173676837984,2,0.008125208125208179,0.013630741317845899,0.0307692307692306,-0.0058608058608058,0.0366300366300364,2,0.2248376891857198,0.3737739146055424,0.8471002027169735,-0.1586685366675479,1.0057687393845214,3,1402.9637029637029,33.91695168935545,1465.9340659340658,1348.7179487179487,117.21611721611703,6
기본제동등A,수준2,20,2,-6,-4.939284815969026,61.610619469026545,64.87610619469027,0.5990154598230087,1144.0,3360.0,False,False,11,2.843956043956044,0.011410040122161168,2.8666666666666667,2.825641025641026,0.04102564102564088,1,-0.10277786915594707,0.006905025372401828,-0.0889786436330119,-0.1138507301059079,0.024872086472896,1,-0.0019980019980019494,0.002618903736330165,0.0087912087912092,-0.0043956043956043,0.0131868131868135,4,-0.06837516896885949,0.09484807393176453,0.3223815568392521,-0.1552972780372356,0.4776788348764877,6,1379.6203796203795,25.36255691330824,1419.7802197802198,1335.5311355311355,84.24908424908426,5
기본제동등A,수준2,20,3,-6,-2.7101481670796463,61.756637168141594,57.10619469026549,0.473090739380531,976.0,3525.0,False,True,12,2.8453546453546457,0.004560593830790051,2.8534798534798536,2.8388278388278385,0.014652014652015044,1,-0.10142274951770497,0.003043661304259932,-0.0957306899677366,-0.1056937217374548,0.00996303176971819,3,-2.9569150158695573e-20,0.002072107783696841,0.0043956043956034,-0.0029304029304033,0.0073260073260067,4,0.0035818796294190547,0.07604240799912285,0.1651062875114367,-0.1038894450004172,0.2689957325118539,6,1366.167166167166,27.113897457215927,1413.9194139194135,1317.216117216117,96.70329670329647,7
기본제동등A,수준2,20,4,-6,-3.92686462300885,61.58849557522124,65.48672566371681,0.48773789898230097,1191.0,3317.0,False,False,21,2.542220098741838,0.004566039476492753,2.551648351648351,2.536996336996337,0.014652014652014156,0,-0.2404633355659,0.0034318267554903897,-0.2333195423629475,-0.2446110621456981,0.011291519782750614,5,-0.0007007485268354652,0.0011578855314774879,0.0029304029304024,-0.0014652014652019,0.0043956043956043,5,-0.019141637913699553,0.04187771216724988,0.1122049022551125,-0.0468455189310809,0.1590504211861934,5,1368.4026118808727,18.27542086150577,1398.5347985347985,1327.4725274725274,71.06227106227107,7
기본제동등A,수준2,40,1,-2,-1.1292841610619473,87.38053097345133,80.66814159292035,0.10120154836283186,1438.0,3040.0,False,True,1,3.1291925465838513,0.05225965509786073,3.2227106227106237,3.079120879120879,0.14358974358974486,2,0.08912048257929088,0.017049367913900482,0.1198377901677922,0.0729924225348928,0.0468453676328994,2,0.005032648510909391,0.008833576307902782,0.0205128205128204,-0.0087912087912087,0.029304029304029096,6,0.10338328255570975,0.19071169916606995,0.4387418851438831,-0.1922668664994065,0.6310087516432896,5,1403.6311514572385,34.81236261420043,1459.3406593406592,1342.857142857143,116.48351648351627,7
기본제동등A,수준2,40,2,-2,-2.214529599778761,87.36725663716814,74.67699115044248,0.2510569722566372,1343.9999999999998,3155.0,False,True,10,2.616817964644052,0.015006498215518438,2.651282051282051,2.605860805860806,0.04542124542124526,0,-0.24060696198420609,0.009395715266834439,-0.2188062920594678,-0.24704511533518,0.0282388232757122,5,0.0014652014652014652,0.007205129982709706,0.0336996336996331,-0.0014652014652019,0.035164835164835,4,0.06268229313330669,0.2589496222418809,1.2214071779727702,-0.0424538820188744,1.2638610599916447,7,1371.428571428571,33.867165267388685,1461.5384615384614,1321.6117216117216,139.92673992673986,4
