unix_timestamp,Date,Time,eda,scr,eda_z,scr_z,Time(ms)
1728953896764600 ,2024-10-15,9:58:17,0.03045739,0.00000000000000000000 ,-1.126694173,-0.15159755209639500000 ,35897000
1728953897014600 ,2024-10-15,9:58:17,0.030932071,0.00000000000000000000 ,-1.093788926,-0.15159755209639500000 ,35897000
1728953897264600 ,2024-10-15,9:58:17,0.031622514,-0.00100491324797491000 ,-1.045926892,-0.22844257614070200000 ,35897000
1728953897514600 ,2024-10-15,9:58:18,0.032125965,-0.00044897955641044500 ,-1.011027287,-0.18593070958764200000 ,35898000
1728953897764600 ,2024-10-15,9:58:18,0.031047145,-0.00009108858746511650 ,-1.085811908,-0.15856303365216500000 ,35898000
1728953898014600 ,2024-10-15,9:58:18,0.030960839,0.00013225239133843000 ,-1.091794706,-0.14148430280567300000 ,35898000
1728953898264600 ,2024-10-15,9:58:18,0.031104682,0.00026488651812819400 ,-1.0818234,-0.13134186246786800000 ,35898000
1728953898514600 ,2024-10-15,9:58:19,0.030860148,0.00033700992004055700 ,-1.098774683,-0.12582663559103900000 ,35899000
1728953898764600 ,2024-10-15,9:58:19,0.03157936,0.00036934966754741100 ,-1.048918361,-0.12335363736979100000 ,35899000
1728953899014600 ,2024-10-15,9:58:19,0.030816996,0.00037607068783208900 ,-1.101766012,-0.12283968557701700000 ,35899000
1728953899264600 ,2024-10-15,9:58:19,0.030917685,0.00036679738220430300 ,-1.094786174,-0.12354880887236000000 ,35899000
1728953899514600 ,2024-10-15,9:58:20,0.03045739,0.00034801870059592700 ,-1.126694173,-0.12498480172311000000 ,35900000
1728953899764600 ,2024-10-15,9:58:20,0.031680051,0.00032406396259821700 ,-1.041938384,-0.12681660404148800000 ,35900000
1728953900014600 ,2024-10-15,9:58:20,0.032082811,0.00029778001072718700 ,-1.014018755,-0.12882651974075800000 ,35900000
1728953900264600 ,2024-10-15,9:58:20,0.032471184,0.00027100059339542800 ,-0.987096444,-0.13087432334260900000 ,35900000
1728953900514600 ,2024-10-15,9:58:21,0.030471774,0.00024487113451802400 ,-1.125697063,-0.13287242506904700000 ,35901000
1728953900764600 ,2024-10-15,9:58:21,0.029134039,0.00022007291161423800 ,-1.218429869,-0.13476872809733100000 ,35901000
1728953901014600 ,2024-10-15,9:58:21,0.032226652,0.00019697741358867900 ,-1.004047588,-0.13653482492675000000 ,35901000
1728953901264600 ,2024-10-15,9:58:21,0.030788228,0.00017575235017364600 ,-1.103760232,-0.13815789090956700000 ,35901000
1728953901514600 ,2024-10-15,9:58:22,0.032399263,0.00015643417092871200 ,-0.992082062,-0.13963513877306200000 ,35902000
1728953901764600 ,2024-10-15,9:58:22,0.030169705,0.00013897733326975400 ,-1.146636716,-0.14097005112728100000 ,35902000
1728953902014600 ,2024-10-15,9:58:22,0.030860148,0.00012328749154720900 ,-1.098774683,-0.14216984251907600000 ,35902000
1728953902264600 ,2024-10-15,9:58:22,0.030399853,0.00010924363899672100 ,-1.130682681,-0.14324376625238500000 ,35902000
1728953902514600 ,2024-10-15,9:58:23,0.031075913,0.00009671268039643390 ,-1.083817689,-0.14420200002716900000 ,35903000
1728953902764600 ,2024-10-15,9:58:23,0.030385468,0.00008555883192570220 ,-1.131679861,-0.14505492713868500000 ,35903000
1728953903014600 ,2024-10-15,9:58:23,0.030946454,0.00007564949923273230 ,-1.092791885,-0.14581268698570600000 ,35903000
1728953903264600 ,2024-10-15,9:58:23,0.029695025,0.00006685877690840060 ,-1.179541894,-0.14648490746816200000 ,35903000
1728953903514600 ,2024-10-15,9:58:24,0.030644385,0.00005906936029922380 ,-1.113731538,-0.14708055879212400000 ,35904000
1728953903764600 ,2024-10-15,9:58:24,0.029695025,0.00005217341397003270 ,-1.179541894,-0.14760788705905900000 ,35904000
1728953904014600 ,2024-10-15,9:58:24,0.030399853,0.00004607276889356040 ,-1.130682681,-0.14807439918687900000 ,35904000
1728953904264600 ,2024-10-15,9:58:24,0.02950803,0.00004067869926502210 ,-1.192504529,-0.14848687997677500000 ,35904000
1728953904514600 ,2024-10-15,9:58:25,0.030313548,0.00003591144813507370 ,-1.13666541,-0.14885142838773900000 ,35905000
1728953904764600 ,2024-10-15,9:58:25,0.030342316,0.00003169961675064180 ,-1.13467119,-0.14917350423325100000 ,35905000
1728953905014600 ,2024-10-15,9:58:25,0.030860148,0.00002797949324378220 ,-1.098774683,-0.14945797951597600000 ,35905000
1728953905264600 ,2024-10-15,9:58:25,0.03153621,0.00002469436729745140 ,-1.051909551,-0.14970919083480700000 ,35905000
1728953905514600 ,2024-10-15,9:58:26,0.031751972,0.00002179385939800560 ,-1.036952766,-0.14993099067645800000 ,35906000
1728953905764600 ,2024-10-15,9:58:26,0.029910788,0.00001923328214927080 ,-1.164585039,-0.15012679625534000000 ,35906000
1728953906014600 ,2024-10-15,9:58:26,0.028141525,0.00001697304226241290 ,-1.287231693,-0.15029963524298600000 ,35906000
1728953906264600 ,2024-10-15,9:58:26,0.029392956,0.00001497808764695370 ,-1.200481546,-0.15045218804861500000 ,35906000
1728953906514600 ,2024-10-15,9:58:27,0.029536797,0.00001321740454163030 ,-1.190510379,-0.15058682627319400000 ,35907000
1728953906764600 ,2024-10-15,9:58:27,0.029162807,0.00001166356663335240 ,-1.21643565,-0.15070564718799700000 ,35907000
1728953907014600 ,2024-10-15,9:58:27,0.03045739,0.00001029233159791620 ,-1.126694173,-0.15081050458686300000 ,35907000
1728953907264600 ,2024-10-15,9:58:27,0.029608719,0.00000908228013128827 ,-1.185524691,-0.15090303638922000000 ,35907000
1728953907514600 ,2024-10-15,9:58:28,0.030342316,0.00000801449412067507 ,-1.13467119,-0.15098468925012700000 ,35908000
1728953907764600 ,2024-10-15,9:58:28,0.029824482,0.00000707226970623205 ,-1.170567836,-0.15105674050224100000 ,35908000
1728953908014600 ,2024-10-15,9:58:28,0.02930665,0.00000624086140748846 ,-1.206464344,-0.15112031772230100000 ,35908000
1728953908264600 ,2024-10-15,9:58:28,0.029191576,0.00000550725307565280 ,-1.214441361,-0.15117641624624100000 ,35908000
1728953908514600 ,2024-10-15,9:58:29,0.030327931,0.00000485995345383145 ,-1.135668369,-0.15122591480256200000 ,35909000
1728953908764600 ,2024-10-15,9:58:29,0.029205959,0.00000428881717169761 ,-1.21344432,-0.15126958920074700000 ,35909000
1728953909014600 ,2024-10-15,9:58:29,0.030299162,0.00000378488795377641 ,-1.137662658,-0.15130812432101300000 ,35909000
1728953909264600 ,2024-10-15,9:58:29,0.030601233,0.00000334026037892749 ,-1.116722867,-0.15134212468547100000 ,35909000
1728953909514600 ,2024-10-15,9:58:30,0.028702511,0.00000294795850525443 ,-1.248343718,-0.15137212373959400000 ,35910000
1728953909764600 ,2024-10-15,9:58:30,0.030788228,0.00000260182521210938 ,-1.103760232,-0.15139859231415800000 ,35910000
1728953910014600 ,2024-10-15,9:58:30,0.029910788,0.00000229642273076571 ,-1.164585039,-0.15142194623159300000 ,35910000
1728953910264600 ,2024-10-15,9:58:30,0.029867636,0.00000202694900466021 ,-1.167576368,-0.15144255270185600000 ,35910000
1728953910514600 ,2024-10-15,9:58:31,0.031852663,0.00000178916586698229 ,-1.029972789,-0.15146073581464600000 ,35911000
1728953910764600 ,2024-10-15,9:58:31,0.030069014,0.00000157933682812291 ,-1.153616692,-0.15147678129675000000 ,35911000
1728953911014600 ,2024-10-15,9:58:31,0.0303567,0.00000139417129204869 ,-1.13367408,-0.15149094077778000000 ,35911000
1728953911264600 ,2024-10-15,9:58:31,0.030327931,0.00000123077016619875 ,-1.135668369,-0.15150343594934900000 ,35911000
1728953911514600 ,2024-10-15,9:58:32,0.02998271,0.00000108657664230007 ,-1.159599351,-0.15151446232882300000 ,35912000
1728953911764600 ,2024-10-15,9:58:32,0.029709408,0.00000095933455353893 ,-1.178544853,-0.15152419244372600000 ,35912000
1728953912014600 ,2024-10-15,9:58:32,0.030212857,0.00000084705161636598 ,-1.143645386,-0.15153277864260900000 ,35912000
1728953912264600 ,2024-10-15,9:58:32,0.030069014,0.00000074796780238984 ,-1.153616692,-0.15154035551363000000 ,35912000
1728953912514600 ,2024-10-15,9:58:33,0.030342316,0.00000066052915495021 ,-1.13467119,-0.15154704188678500000 ,35913000
1728953912764600 ,2024-10-15,9:58:33,0.030140936,0.00000058336495640259 ,-1.148631005,-0.15155294257991000000 ,35913000
1728953913014600 ,2024-10-15,9:58:33,0.030327931,0.00000051526697281944 ,-1.135668369,-0.15155814998581900000 ,35913000
1728953913264600 ,2024-10-15,9:58:33,0.029910788,0.00000045517068719941 ,-1.164585039,-0.15156274550739500000 ,35913000
1728953913514600 ,2024-10-15,9:58:34,0.0303567,0.00000040213859192525 ,-1.13367408,-0.15156680083520100000 ,35914000
1728953913764600 ,2024-10-15,9:58:34,0.028386058,0.00000035534480210082 ,-1.27028048,-0.15157037912408400000 ,35914000
1728953914014600 ,2024-10-15,9:58:34,0.028242216,0.00000031405801120068 ,-1.280251717,-0.15157353629655200000 ,35914000
1728953914264600 ,2024-10-15,9:58:34,0.032485571,0.00000027762563330388 ,-0.986099126,-0.15157632225540100000 ,35914000
1728953914514600 ,2024-10-15,9:58:35,0.031622514,0.00000024546887048129 ,-1.045926892,-0.15157878126091000000 ,35915000
1728953914764600 ,2024-10-15,9:58:35,0.029896405,0.00000021708456054551 ,-1.165582079,-0.15158095178954400000 ,35915000
1728953915014600 ,2024-10-15,9:58:35,0.028141525,0.00000019203938647938 ,-1.287231693,-0.15158286697675700000 ,35915000
1728953915264600 ,2024-10-15,9:58:35,0.02815591,0.00000016995478274386 ,-1.286234514,-0.15158455577119700000 ,35915000
1728953915514600 ,2024-10-15,9:58:36,0.029882019,0.00000015049096443214 ,-1.166579328,-0.15158604415597900000 ,35916000
1728953915764600 ,2024-10-15,9:58:36,0.030443005,0.00000013333933037158 ,-1.127691352,-0.15158735572962400000 ,35916000
1728953916014600 ,2024-10-15,9:58:36,0.029766945,0.00000011822466073377 ,-1.174556345,-0.15158851153800300000 ,35916000
