unix_timestamp,Date,Time,eda,scr,eda_z,scr_z,Time(ms)
1728892528759680 ,2024-10-14,16:55:29,0.019582272,0.00000000000000000000 ,-1.271343716,-0.11978409997038200000 ,60929000
1728892529009680 ,2024-10-14,16:55:29,0.022574198,0.00000000000000000000 ,-1.186302725,-0.11978409997038200000 ,60929000
1728892529259680 ,2024-10-14,16:55:29,0.021826215,-0.00184967920564047000 ,-1.207563015,-0.13765359853053500000 ,60929000
1728892529509690 ,2024-10-14,16:55:30,0.021437841,-0.00156801825174658000 ,-1.218601962,-0.13493251046579900000 ,60930000
1728892529759690 ,2024-10-14,16:55:30,0.020603554,-0.00133890339819816000 ,-1.242315313,-0.13271906311065400000 ,60930000
1728892530009690 ,2024-10-14,16:55:30,0.02068986,-0.00115027107292550000 ,-1.239862195,-0.13089671194047300000 ,60930000
1728892530259690 ,2024-10-14,16:55:30,0.021006312,-0.00099325927282355900 ,-1.230867524,-0.12937984235179300000 ,60930000
1728892530509690 ,2024-10-14,16:55:31,0.020718629,-0.00086129081084173100 ,-1.23904448,-0.12810491303746700000 ,60931000
1728892530759690 ,2024-10-14,16:55:31,0.02096316,-0.00074942808179287100 ,-1.232094054,-0.12702422246713600000 ,60931000
1728892531009690 ,2024-10-14,16:55:31,0.021552915,-0.00065391780782733700 ,-1.215331156,-0.12610151073533800000 ,60931000
1728892531259690 ,2024-10-14,16:55:31,0.02076178,-0.00057186884457839600 ,-1.237817978,-0.12530884689062000000 ,60931000
1728892531509690 ,2024-10-14,16:55:32,0.020747397,-0.00050102330205969800 ,-1.238226793,-0.12462441776573600000 ,60932000
1728892531759690 ,2024-10-14,16:55:32,0.01940966,-0.00043959321749878000 ,-1.276249953,-0.12403095009617300000 ,60932000
1728892532009690 ,2024-10-14,16:55:32,0.020632323,-0.00038614337898352900 ,-1.241497598,-0.12351457849537000000 ,60932000
1728892532259690 ,2024-10-14,16:55:32,0.022200206,-0.00033950669801926200 ,-1.196932884,-0.12306402788053900000 ,60932000
1728892532509690 ,2024-10-14,16:55:33,0.022056364,-0.00029872257633433800 ,-1.201021377,-0.12267001804277700000 ,60933000
1728892532759690 ,2024-10-14,16:55:33,0.021250846,-0.00026299161880001800 ,-1.223917013,-0.12232482613476100000 ,60933000
1728892533009690 ,2024-10-14,16:55:33,0.02089124,-0.00023164205268465200 ,-1.234138272,-0.12202196225174200000 ,60933000
1728892533259700 ,2024-10-14,16:55:33,0.020977544,-0.00020410454271256300 ,-1.231685211,-0.12175592612326300000 ,60933000
1728892533509700 ,2024-10-14,16:55:34,0.020776166,-0.00017989305003467200 ,-1.237409077,-0.12152202219428600000 ,60934000
1728892533759700 ,2024-10-14,16:55:34,0.021135772,-0.00015859008408508800 ,-1.227187818,-0.12131621714538700000 ,60934000
1728892534009700 ,2024-10-14,16:55:34,0.020718629,-0.00013983517160788000 ,-1.23904448,-0.12113502849360100000 ,60934000
1728892534259700 ,2024-10-14,16:55:34,0.020517249,-0.00012331567415583500 ,-1.244768403,-0.12097543588152400000 ,60934000
1728892534509700 ,2024-10-14,16:55:35,0.020402174,-0.00010875923644581800 ,-1.248039237,-0.12083480812190600000 ,60935000
1728892534759700 ,2024-10-14,16:55:35,0.021624835,-0.00009592722429692430 ,-1.213286939,-0.12071083980247000000 ,60935000
1728892535009700 ,2024-10-14,16:55:35,0.021078235,-0.00008456760737523580 ,-1.228823221,-0.12060109609253000000 ,60935000
1728892535259700 ,2024-10-14,16:55:35,0.020546017,-0.00007446582541270950 ,-1.243950716,-0.12050350415459600000 ,60935000
1728892535509700 ,2024-10-14,16:55:36,0.021495378,-0.00006553381984613730 ,-1.216966559,-0.12041721326689800000 ,60936000
1728892535759700 ,2024-10-14,16:55:36,0.022056364,-0.00005769387782383250 ,-1.201021377,-0.12034147265617400000 ,60936000
1728892536009700 ,2024-10-14,16:55:36,0.021495378,-0.00005081503796826840 ,-1.216966559,-0.12027501712241500000 ,60936000
1728892536259700 ,2024-10-14,16:55:36,0.020517249,-0.00004477281142978930 ,-1.244768403,-0.12021664399582100000 ,60936000
1728892536509700 ,2024-10-14,16:55:37,0.021222077,-0.00003946061812047180 ,-1.224734728,-0.12016532362069700000 ,60937000
1728892536759700 ,2024-10-14,16:55:37,0.018100694,-0.00003478684194137710 ,-1.31345534,-0.12012017090640600000 ,60937000
1728892537009710 ,2024-10-14,16:55:37,0.034268595,-0.00003067235048192780 ,-0.853907099,-0.12008042136552000000 ,60937000
1728892537259710 ,2024-10-14,16:55:37,0.02153853,-0.00002704851427849580 ,-1.215740028,-0.12004541197815000000 ,60937000
1728892537509710 ,2024-10-14,16:55:38,0.020603554,-0.00002385561900226650 ,-1.242315313,-0.12001456585231000000 ,60938000
1728892537759710 ,2024-10-14,16:55:38,0.020416558,-0.00002104157203897570 ,-1.247630393,-0.11998737972835600000 ,60938000
1728892538009710 ,2024-10-14,16:55:38,0.022171438,-0.00001856083034033520 ,-1.197750572,-0.11996341362111100000 ,60938000
1728892538259710 ,2024-10-14,16:55:38,0.020157643,-0.00001637350335052290 ,-1.254989662,-0.11994228215335400000 ,60938000
1728892538509710 ,2024-10-14,16:55:39,0.020315869,-0.00001444459855815770 ,-1.250492326,-0.11992364726720500000 ,60939000
1728892538759710 ,2024-10-14,16:55:39,0.020474095,-0.00001274338328294840 ,-1.245994991,-0.11990721205843000000 ,60939000
1728892539009710 ,2024-10-14,16:55:39,0.02076178,-0.00001124284039420910 ,-1.237817978,-0.11989271551821500000 ,60939000
1728892539259710 ,2024-10-14,16:55:39,0.01940966,-0.00000991920090264417 ,-1.276249953,-0.11987992801759500000 ,60939000
1728892539509710 ,2024-10-14,16:55:40,0.020574786,-0.00000875154081221239 ,-1.243133,-0.11986864741269800000 ,60940000
1728892539759710 ,2024-10-14,16:55:40,0.020474095,-0.00000772143186363862 ,-1.245994991,-0.11985869567062500000 ,60940000
1728892540009710 ,2024-10-14,16:55:40,0.020920008,-0.00000681263749696673 ,-1.233320585,-0.11984991593218300000 ,60940000
1728892540259710 ,2024-10-14,16:55:40,0.019985031,-0.00000601084752802583 ,-1.259895898,-0.11984216994863500000 ,60940000
1728892540509710 ,2024-10-14,16:55:41,0.0197405,-0.00000530344648543053 ,-1.266846324,-0.11983533584363300000 ,60941000
1728892540759720 ,2024-10-14,16:55:41,0.020517249,-0.00000467931097247051 ,-1.244768403,-0.11982930615555700000 ,60941000
1728892541009720 ,2024-10-14,16:55:41,0.019726114,-0.00000412863178365318 ,-1.267255224,-0.11982398611901100000 ,60941000
1728892541259720 ,2024-10-14,16:55:41,0.019323355,-0.00000364275755013678 ,-1.278703042,-0.11981929215430100000 ,60941000
1728892541509720 ,2024-10-14,16:55:42,0.020991929,-0.00000321405737326634 ,-1.231276339,-0.11981515054035500000 ,60942000
1728892541759720 ,2024-10-14,16:55:42,0.019596657,-0.00000283579969983337 ,-1.270934844,-0.11981149624455600000 ,60942000
1728892542009720 ,2024-10-14,16:55:42,0.018920597,-0.00000250204542712718 ,-1.290150832,-0.11980827189004300000 ,60942000
1728892542259720 ,2024-10-14,16:55:42,0.018805522,-0.00000220755425042929 ,-1.293421666,-0.11980542685094500000 ,60942000
1728892542509720 ,2024-10-14,16:55:43,0.018920597,-0.00000194770271189687 ,-1.290150832,-0.11980291646066800000 ,60943000
1728892542759720 ,2024-10-14,16:55:43,0.019352123,-0.00000171841187088622 ,-1.277885355,-0.11980070131312200000 ,60943000
1728892543009720 ,2024-10-14,16:55:43,0.018963749,-0.00000151608318312286 ,-1.288924301,-0.11979874664326100000 ,60943000
1728892543259720 ,2024-10-14,16:55:43,0.019352123,-0.00000133754203614114 ,-1.277885355,-0.11979702178158900000 ,60943000
1728892543509720 ,2024-10-14,16:55:44,0.019006902,-0.00000117998857709817 ,-1.287697742,-0.11979549967910700000 ,60944000
1728892543759720 ,2024-10-14,16:55:44,0.020416558,-0.00000104095445405975 ,-1.247630393,-0.11979415648940500000 ,60944000
1728892544009720 ,2024-10-14,16:55:44,0.019754883,-0.00000091826320184485 ,-1.266437509,-0.11979297118594900000 ,60944000
1728892544259720 ,2024-10-14,16:55:44,0.0197405,-0.00000080999411996613 ,-1.266846324,-0.11979192521311400000 ,60944000
1728892544509720 ,2024-10-14,16:55:45,0.019682962,-0.00000071445146081783 ,-1.268481755,-0.11979100218851300000 ,60945000
1728892544759730 ,2024-10-14,16:55:45,0.019783651,-0.00000063013832825228 ,-1.265619822,-0.11979018765083700000 ,60945000
1728892545009730 ,2024-10-14,16:55:45,0.019841189,-0.00000055573295717683 ,-1.263984391,-0.11978946883069400000 ,60945000
1728892545259730 ,2024-10-14,16:55:45,0.019050054,-0.00000049006710971556 ,-1.286471212,-0.11978883444189700000 ,60945000
1728892545509730 ,2024-10-14,16:55:46,0.018776754,-0.00000043210867424160 ,-1.294239353,-0.11978827451335600000 ,60946000
1728892545759730 ,2024-10-14,16:55:46,0.019495966,-0.00000038094906099204 ,-1.273796835,-0.11978778026730900000 ,60946000
1728892546009730 ,2024-10-14,16:55:46,0.019798037,-0.00000033579061928042 ,-1.265210921,-0.11978734399776200000 ,60946000
1728892546259730 ,2024-10-14,16:55:46,0.019682962,-0.00000029593030335769 ,-1.268481755,-0.11978695891268500000 ,60946000
1728892546509730 ,2024-10-14,16:55:47,0.018805522,-0.00000026074422912149 ,-1.293421666,-0.11978661898482100000 ,60947000
1728892546759730 ,2024-10-14,16:55:47,0.019754883,-0.00000022967768079043 ,-1.266437509,-0.11978631885513400000 ,60947000
1728892547009730 ,2024-10-14,16:55:47,0.018489068,-0.00000020223724540484 ,-1.302416394,-0.11978605375683000000 ,60947000
1728892547259730 ,2024-10-14,16:55:47,0.019121977,-0.00000017798301361019 ,-1.284426909,-0.11978581944000400000 ,60947000
1728892547509730 ,2024-10-14,16:55:48,0.018920597,-0.00000015652224887507 ,-1.290150832,-0.11978561211048300000 ,60948000
1728892547759730 ,2024-10-14,16:55:48,0.018517837,-0.00000013750355026482 ,-1.301598679,-0.11978542837342900000 ,60948000
1728892548009730 ,2024-10-14,16:55:48,0.018906211,-0.00000012061835690812 ,-1.290559732,-0.11978526524787900000 ,60948000
1728892548259730 ,2024-10-14,16:55:48,0.019078823,-0.00000010561193295419 ,-1.285653496,-0.11978512027286300000 ,60948000
1728892548509740 ,2024-10-14,16:55:49,0.018762369,-0.00000009228720215674 ,-1.294648225,-0.11978499154445600000 ,60949000
