unix_timestamp,Date,Time,eda,scr,eda_z,scr_z,Time(ms)
1728968329757860 ,2024-10-15,13:58:50,0.029953942,0.00000000000000000000 ,-0.838252947,-0.20936017308445400000 ,50330000
1728968330007860 ,2024-10-15,13:58:50,0.030716306,0.00000000000000000000 ,-0.821238781,-0.20936017308445400000 ,50330000
1728968330257860 ,2024-10-15,13:58:50,0.029709408,-0.00241852255765875000 ,-0.843710369,-0.39199241290242200000 ,50330000
1728968330507860 ,2024-10-15,13:58:51,0.029939556,-0.00164224730796563000 ,-0.838574009,-0.33337278699992500000 ,50331000
1728968330757860 ,2024-10-15,13:58:51,0.029623102,-0.00110631158927870000 ,-0.845636515,-0.29290215322713100000 ,50331000
1728968331007860 ,2024-10-15,13:58:51,0.028141525,-0.00073728469184246100 ,-0.878701818,-0.26503546717186500000 ,50331000
1728968331257860 ,2024-10-15,13:58:51,0.0303567,-0.00048405828773082000 ,-0.829264339,-0.24591333609332400000 ,50331000
1728968331507860 ,2024-10-15,13:58:52,0.030428622,-0.00031107376395695300 ,-0.827659209,-0.23285058795784700000 ,50332000
1728968331757860 ,2024-10-15,13:58:52,0.030069014,-0.00019360285378112100 ,-0.835684812,-0.22397989317316100000 ,50332000
1728968332007860 ,2024-10-15,13:58:52,0.030558079,-0.00011445924103850400 ,-0.824770035,-0.21800344477631000000 ,50332000
1728968332257860 ,2024-10-15,13:58:52,0.030701922,-0.00006170741013356770 ,-0.821559798,-0.21401994460089900000 ,50332000
1728968332507860 ,2024-10-15,13:58:53,0.030342316,-0.00002706645518995450 ,-0.829585356,-0.21140406856916600000 ,50333000
1728968332757860 ,2024-10-15,13:58:53,0.029925173,-0.00000479817631794825 ,-0.838895003,-0.20972250242689200000 ,50333000
1728968333007860 ,2024-10-15,13:58:53,0.030184088,0.00000906735867813383 ,-0.833116631,-0.20867546083342400000 ,50333000
1728968333257860 ,2024-10-15,13:58:53,0.031090297,0.00001727111300757820 ,-0.812892185,-0.20805596277525700000 ,50333000
1728968333507860 ,2024-10-15,13:58:54,0.030112168,0.00002170055108794020 ,-0.834721716,-0.20772147832102300000 ,50334000
1728968333757860 ,2024-10-15,13:58:54,0.030399853,0.00002365097108590230 ,-0.828301266,-0.20757419436384600000 ,50334000
