unix_timestamp,Date,Time,eda,scr,eda_z,scr_z,Time(ms)
1729147498491140 ,2024-10-17,15:44:58,0.0145334,0.00000000000000000000 ,-0.898563671,-0.32328246970422400000 ,56698000
1729147498741120 ,2024-10-17,15:44:59,0.016173204,0.00000000000000000000 ,-0.897458464,-0.32328246970422400000 ,56699000
1729147498991110 ,2024-10-17,15:44:59,0.015914287,0.02137169985325620000 ,-0.897632971,-0.24073330760591900000 ,56699000
1729147499241090 ,2024-10-17,15:44:59,0.016489659,0.06064008727976710000 ,-0.897245178,-0.08905737629172350000 ,56699000
1729147499491070 ,2024-10-17,15:44:59,0.016719805,0.08262743330017460000 ,-0.897090062,-0.00413025288962293000 ,56699000
1729147499741060 ,2024-10-17,15:45:00,0.015914287,0.09844641845420550000 ,-0.897632971,0.05697129629350490000 ,56700000
1729147499991040 ,2024-10-17,15:45:00,0.016762959,0.11671942965950300000 ,-0.897060977,0.12755163264332600000 ,56700000
1729147500241020 ,2024-10-17,15:45:00,0.015669756,0.13399827337803200000 ,-0.897797782,0.19429195188727300000 ,56700000
1729147500491010 ,2024-10-17,15:45:00,0.015928673,0.14917953500513600000 ,-0.897623275,0.25293026496098300000 ,56700000
1729147500740990 ,2024-10-17,15:45:01,0.016590348,0.16326508869787500000 ,-0.897177315,0.30733635633462400000 ,56701000
1729147500990970 ,2024-10-17,15:45:01,0.015842367,0.17483026622270100000 ,-0.897681444,0.35200738020019100000 ,56701000
1729147501240950 ,2024-10-17,15:45:01,0.017194485,0.18580493947870800000 ,-0.896770134,0.39439755448705400000 ,56701000
1729147501490940 ,2024-10-17,15:45:01,0.016317047,0.19396175509800500000 ,-0.897361516,0.42590362557108800000 ,56701000
1729147501740920 ,2024-10-17,15:45:02,0.015640987,0.19991457660412200000 ,-0.897817172,0.44889666921407500000 ,56702000
1729147501990900 ,2024-10-17,15:45:02,0.016388968,0.20658464767696900000 ,-0.897313042,0.47466012190994300000 ,56702000
1729147502240890 ,2024-10-17,15:45:02,0.016604731,0.21071673894969400000 ,-0.897167621,0.49062051226818600000 ,56702000
1729147502490870 ,2024-10-17,15:45:02,0.014763547,0.21197276815136500000 ,-0.898408555,0.49547198215036000000 ,56702000
1729147502740850 ,2024-10-17,15:45:03,0.01443271,0.21312541868812900000 ,-0.898631535,0.49992414724042600000 ,56703000
1729147502990840 ,2024-10-17,15:45:03,0.015080001,0.21432865235453200000 ,-0.898195269,0.50457169196789400000 ,56703000
1729147503240820 ,2024-10-17,15:45:03,0.016432121,0.21501446975609100000 ,-0.897283958,0.50722069285410700000 ,56703000
1729147503490800 ,2024-10-17,15:45:03,0.01673419,0.21363476936726300000 ,-0.897080367,0.50189153739027000000 ,56703000
1729147503740790 ,2024-10-17,15:45:04,0.014993696,0.20924739898902900000 ,-0.898253437,0.48494511988371100000 ,56704000
1729147503990770 ,2024-10-17,15:45:04,0.013986798,0.20485477250425000000 ,-0.898932073,0.46797840042671400000 ,56704000
1729147504240750 ,2024-10-17,15:45:04,0.015137538,0.20138503513955800000 ,-0.89815649,0.45457638214444500000 ,56704000
1729147504490730 ,2024-10-17,15:45:04,0.015727293,0.19731840459252400000 ,-0.897759002,0.43886883681459300000 ,56704000
1729147504740720 ,2024-10-17,15:45:05,0.016504042,0.19179082978912500000 ,-0.897235484,0.41751832788973700000 ,56705000
1729147504990700 ,2024-10-17,15:45:05,0.015051233,0.18448092207335800000 ,-0.898214658,0.38928347707787800000 ,56705000
1729147505240680 ,2024-10-17,15:45:05,0.0148067,0.17699942580037900000 ,-0.89837947,0.36038585766451600000 ,56705000
1729147505490670 ,2024-10-17,15:45:05,0.015051233,0.16995298219206100000 ,-0.898214658,0.33316864894300300000 ,56705000
1729147505740650 ,2024-10-17,15:45:06,0.014864237,0.16217430838241400000 ,-0.898340691,0.30312316778654900000 ,56706000
1729147505990630 ,2024-10-17,15:45:06,0.014590937,0.15333791362506600000 ,-0.898524892,0.26899219139265200000 ,56706000
1729147506240620 ,2024-10-17,15:45:06,0.013526501,0.14473766996860500000 ,-0.899242308,0.23577335935978800000 ,56706000
1729147506490600 ,2024-10-17,15:45:06,0.014964927,0.13658422064623700000 ,-0.898272827,0.20428029075065100000 ,56706000
1729147506740580 ,2024-10-17,15:45:07,0.01413064,0.12807062556153400000 ,-0.898835126,0.17139614276466800000 ,56707000
1729147506990570 ,2024-10-17,15:45:07,0.015166306,0.11998987234168300000 ,-0.8981371,0.14018386615578400000 ,56707000
1729147507240550 ,2024-10-17,15:45:07,0.015612219,0.11243720200729600000 ,-0.897836561,0.11101133369513500000 ,56707000
1729147507490530 ,2024-10-17,15:45:07,0.016662268,0.10434273027908900000 ,-0.897128841,0.07974606872417340000 ,56707000
1729147507740510 ,2024-10-17,15:45:08,0.015741676,0.09564587722465610000 ,-0.897749309,0.04615407850042250000 ,56708000
1729147507990500 ,2024-10-17,15:45:08,0.016072514,0.08688800517377850000 ,-0.897526328,0.01232639962938680000 ,56708000
1729147508240480 ,2024-10-17,15:45:08,0.015439607,0.07840467201338880000 ,-0.897952899,-0.02044086029843030000 ,56708000
1729147508490460 ,2024-10-17,15:45:08,0.016806111,0.07039254845363070000 ,-0.897031893,-0.05138805172575850000 ,56708000
1729147508740450 ,2024-10-17,15:45:09,0.014648473,0.06295581611161810000 ,-0.898486113,-0.08011276842109300000 ,56709000
1729147508990430 ,2024-10-17,15:45:09,0.015123154,0.05613804411407450000 ,-0.898166184,-0.10644672265210200000 ,56709000
1729147509240410 ,2024-10-17,15:45:09,0.015727293,0.04994396564592310000 ,-0.897759002,-0.13037163227688100000 ,56709000
1729147509490400 ,2024-10-17,15:45:09,0.01625951,0.04435425928526440000 ,-0.897400295,-0.15196212716573900000 ,56709000
1729147509740380 ,2024-10-17,15:45:10,0.016331431,0.03933549846448100000 ,-0.897351821,-0.17134731895544800000 ,56710000
1729147509990360 ,2024-10-17,15:45:10,0.015569066,0.03484677341337460000 ,-0.897865645,-0.18868522349288500000 ,56710000
1729147510240350 ,2024-10-17,15:45:10,0.016086899,0.03084403040663360000 ,-0.897516633,-0.20414600029445400000 ,56710000
1729147510490330 ,2024-10-17,15:45:10,0.016345816,0.02728285252974370000 ,-0.897342126,-0.21790121171136400000 ,56710000
1729147510740310 ,2024-10-17,15:45:11,0.014821084,0.02412018285867020000 ,-0.898369776,-0.23011716706978000000 ,56711000
1729147510990290 ,2024-10-17,15:45:11,0.015885519,0.02131533573174220000 ,-0.89765236,-0.24095101658720500000 ,56711000
1729147511240280 ,2024-10-17,15:45:11,0.015338917,0.01883053412902760000 ,-0.898020763,-0.25054867572021800000 ,56711000
1729147511490260 ,2024-10-17,15:45:11,0.015223843,0.01663113647819190000 ,-0.898098321,-0.25904394911653600000 ,56711000
1729147511740240 ,2024-10-17,15:45:12,0.017151333,0.01468566437320620000 ,-0.896799218,-0.26655842355024500000 ,56712000
1729147511990230 ,2024-10-17,15:45:12,0.01730956,0.01296570689074260000 ,-0.896692575,-0.27320183750407000000 ,56712000
1729147512240210 ,2024-10-17,15:45:12,0.01693557,0.01144575244353960000 ,-0.89694464,-0.27907273064339500000 ,56712000
1729147512490190 ,2024-10-17,15:45:12,0.017482171,0.01010298202496030000 ,-0.896576238,-0.28425924241855600000 ,56712000
1729147512740180 ,2024-10-17,15:45:13,0.015871136,0.00891704606399440000 ,-0.897662054,-0.28883997397253500000 ,56713000
1729147512990160 ,2024-10-17,15:45:13,0.014950543,0.00786983915169032000 ,-0.898282522,-0.29288485827035900000 ,56713000
1729147513240140 ,2024-10-17,15:45:13,0.016086899,0.00694528146757851000 ,-0.897516633,-0.29645600434947400000 ,56713000
1729147513490130 ,2024-10-17,15:45:13,0.015123154,0.00612911215711841000 ,-0.898166184,-0.29960849540874600000 ,56713000
1729147513740110 ,2024-10-17,15:45:14,0.016691037,0.00540869749979550000 ,-0.897109452,-0.30239112976790700000 ,56714000
1729147513990090 ,2024-10-17,15:45:14,0.014734779,0.00477285505409929000 ,-0.898427944,-0.30484710011557100000 ,56714000
1729147514240070 ,2024-10-17,15:45:14,0.016317047,0.00421169392153400000 ,-0.897361516,-0.30701461049675100000 ,56714000
1729147514490060 ,2024-10-17,15:45:14,0.01510877,0.00371647075133005000 ,-0.898175879,-0.30892743250121000000 ,56714000
1729147514740040 ,2024-10-17,15:45:15,0.01470601,0.00327946075702706000 ,-0.898447334,-0.31061540346776800000 ,56715000
1729147514990020 ,2024-10-17,15:45:15,0.01710818,0.00289384294836570000 ,-0.896828303,-0.31210486978134000000 ,56715000
1729147515240010 ,2024-10-17,15:45:15,0.014749163,0.00255360122503606000 ,-0.898418249,-0.31341906890282200000 ,56715000
1729147515489990 ,2024-10-17,15:45:15,0.014720394,0.00225344611945233000 ,-0.898437639,-0.31457843164119100000 ,56715000
1729147515739970 ,2024-10-17,15:45:16,0.016777342,0.00198876481517894000 ,-0.897051283,-0.31560077520959600000 ,56716000
1729147515989960 ,2024-10-17,15:45:16,0.014921774,0.00175574686474650000 ,-0.898301912,-0.31650081763458500000 ,56716000
