timestamp,date,time,time(ms),GSR,GSR_z,SCR,SCR_z,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open
10387243,2024-10-14,10:10:13,1728900613000,0.809179206,-2.196541026,0.0,-0.01081457,0.732600733,0.22210382,0.017793465,0.1333193,0.004757996,0.23694062,0.3801657,0.004919034,Sad,262,223,340,221,1,1
10393796,2024-10-14,10:10:13,1728900613000,0.7418176952821154,-2.468620620254215,-0.00997226605516155,-0.9024834406219597,0.732600733,0.21066566,0.014737142,0.12504075,0.003935245,0.2582002,0.38325986,0.004161087,Sad,263,223,341,221,1,1
10400349,2024-10-14,10:10:13,1728900613000,0.7318454292269538,-2.5066931539036523,-0.006344637526978836,-0.577945936582459,0.732600733,0.22578721,0.016465468,0.1257796,0.003209817,0.24398522,0.38077664,0.003996069,Sad,264,221,345,219,1,1
10406902,2024-10-14,10:10:13,1728900613000,0.7291284202281577,-2.5170662642840105,0.0008292440688374425,0.06384900170672986,0.732600733,0.21912037,0.015387049,0.123633996,0.003250917,0.25398108,0.38072655,0.003900037,Sad,265,221,346,219,1,1
10413455,2024-10-14,10:10:13,1728900613000,0.7335039173646287,-2.500361308656088,0.007776367040946253,0.6853574974382733,0.732600733,0.22840007,0.01716798,0.13449207,0.003488631,0.24533802,0.36549142,0.005621714,Sad,267,221,349,219,1,1
10420008,2024-10-14,10:10:13,1728900613000,0.7446811543100502,-2.4576883868388815,0.014432723686737758,1.280853247634092,0.732600733,0.13915741,0.005910889,0.10144503,0.00392026,0.4317912,0.31268546,0.005089656,Neutral,269,221,354,219,1,1
10426561,2024-10-14,10:10:13,1728900613000,0.7623693647381042,-2.3901575986513914,0.020798314006212237,1.8503362522942104,0.732600733,0.14115518,0.005877682,0.100875564,0.003415078,0.4293406,0.31437257,0.004963226,Neutral,271,222,356,220,1,1
10433114,2024-10-14,10:10:14,1728900614000,0.7862777823224747,-2.298879043912611,0.026873137999369467,2.3938065114186093,0.0,0.14210075,0.006060551,0.10173748,0.003781723,0.42346382,0.31798846,0.004867261,Neutral,270,222,356,221,1,1
10439667,2024-10-14,10:10:14,1728900614000,0.8161156407368432,-2.184962822441544,0.032632958771764364,2.9090957265809836,0.0,0.13968995,0.005812662,0.099594615,0.003576294,0.4332133,0.31335175,0.004761335,Neutral,270,222,356,220,1,1
10446220,2024-10-14,10:10:14,1728900614000,0.8515436998660034,-2.0497040993120037,0.03795812102775248,3.3854992099413654,652.014652,0.1361427,0.005714053,0.09932451,0.003927754,0.44387543,0.30599427,0.005021303,Neutral,270,221,355,219,1,1
10452773,2024-10-14,10:10:14,1728900614000,0.8920318827923481,-1.8951266243087201,0.042725978488412086,3.8120446921695956,1196.336996,0.13675784,0.005693319,0.09855085,0.00373629,0.4439712,0.3064314,0.004859179,Neutral,269,221,354,219,1,1
