참여자번호,브레이크유형,저감속구간 번호,저감속구간의 길이,브레이크세기,반응시간
30,A기본제동등,4,2.362,0.0,1.346
30,A기본제동등,5,3.51,0.0,0.45
30,A기본제동등,6,1.522,0.0,0.0
30,A기본제동등,7,1.766,0.0,0.224
30,A기본제동등,8,1.387,0.0,0.382
30,A기본제동등,9,1.244,0.0,1.087
30,A기본제동등,10,2.195,0.0,1.561
30,A기본제동등,11,1.776,0.0,0.443
30,A기본제동등,12,1.238,0.0,0.64
30,A기본제동등,13,2.311,0.03816,0.611
30,A기본제동등,14,2.747,0.0,0.485
30,A기본제동등,15,1.91,0.0,1.32
30,A기본제동등,16,1.251,0.0,0.567
30,A기본제동등,17,1.95,0.0,0.0
30,A기본제동등,18,1.21,0.0,0.428
30,A기본제동등,19,1.214,0.0,0.307
30,A기본제동등,20,1.787,0.0,0.0
30,A기본제동등,21,1.022,0.05285,0.0
30,B밝기변화제동등,1,0.858,0.0,0.225
30,B밝기변화제동등,2,1.359,0.0,0.0
30,B밝기변화제동등,3,1.782,0.0,0.0
30,B밝기변화제동등,4,1.394,0.0,0.0
30,B밝기변화제동등,5,1.394,0.0,0.829
30,B밝기변화제동등,6,1.924,0.0,0.0
30,B밝기변화제동등,7,1.421,0.0,0.0
30,B밝기변화제동등,8,1.454,0.0,0.0
30,B밝기변화제동등,9,1.92,0.0,0.679
30,B밝기변화제동등,10,1.793,0.0,0.311
30,B밝기변화제동등,11,1.337,0.0,0.0
30,B밝기변화제동등,12,2.336,0.04137,1.377
30,B밝기변화제동등,13,1.802,0.0,0.0
30,B밝기변화제동등,14,1.358,0.0,0.0
30,B밝기변화제동등,15,2.353,0.0,0.966
30,B밝기변화제동등,16,1.777,0.0,1.078
30,B밝기변화제동등,17,1.374,0.0,0.636
30,B밝기변화제동등,18,2.769,0.0,0.677
30,B밝기변화제동등,19,1.92,0.0,0.924
30,B밝기변화제동등,20,2.358,0.0,0.838
30,B밝기변화제동등,21,3.485,0.0,1.082
30,B밝기변화제동등,22,1.777,0.0,0.0
30,B밝기변화제동등,23,2.161,0.09135,0.328
30,C점멸주파수변화제동등,1,1.107,0.0,0.675
30,C점멸주파수변화제동등,2,1.796,0.0,0.281
30,C점멸주파수변화제동등,3,1.766,0.0,0.0
30,C점멸주파수변화제동등,4,2.656,0.08431,0.885
30,C점멸주파수변화제동등,5,1.763,0.0,1.308
30,C점멸주파수변화제동등,6,1.893,0.17251,0.036
30,C점멸주파수변화제동등,7,1.769,0.0,0.331
30,C점멸주파수변화제동등,8,1.377,0.0,0.925
30,C점멸주파수변화제동등,9,1.361,0.0,0.2
30,C점멸주파수변화제동등,10,1.783,0.0,0.0
30,C점멸주파수변화제동등,11,1.384,0.0,0.433
30,C점멸주파수변화제동등,12,1.231,0.0,0.0
30,C점멸주파수변화제동등,13,1.411,0.0,1.308
30,C점멸주파수변화제동등,14,3.094,0.0,2.641
30,C점멸주파수변화제동등,15,2.357,0.04823,0.559
30,C점멸주파수변화제동등,16,1.231,0.0,0.542
30,C점멸주파수변화제동등,17,2.32,0.0,0.386
30,C점멸주파수변화제동등,18,2.773,0.0,2.186
30,C점멸주파수변화제동등,19,1.927,0.0,1.115
30,C점멸주파수변화제동등,20,1.212,0.0,0.545
30,C점멸주파수변화제동등,21,1.937,0.0,1.142
30,C점멸주파수변화제동등,22,2.385,0.0,0.0
30,C점멸주파수변화제동등,23,1.341,0.00251,0.288
30,C점멸주파수변화제동등,24,3.461,0.0,1.264
30,C점멸주파수변화제동등,25,2.202,0.05062,0.582
30,D면적변화제동등,1,1.206,0.0,0.524
30,D면적변화제동등,2,1.34,0.07158,0.957
30,D면적변화제동등,3,1.804,0.0,0.0
30,D면적변화제동등,4,1.178,0.0,0.438
30,D면적변화제동등,5,1.946,0.0,0.0
30,D면적변화제동등,6,1.78,0.0,1.562
30,D면적변화제동등,7,1.344,0.0,0.0
30,D면적변화제동등,8,1.887,0.07427,0.189
30,D면적변화제동등,9,1.922,0.0,0.799
30,D면적변화제동등,10,2.472,0.0,0.723
30,D면적변화제동등,11,1.749,0.0,0.27
30,D면적변화제동등,12,2.771,0.0,0.744
30,D면적변화제동등,13,1.749,0.0,0.0
30,D면적변화제동등,14,1.236,0.0,0.565
30,D면적변화제동등,15,2.34,0.0,1.851
30,D면적변화제동등,16,2.351,0.0,0.511
30,D면적변화제동등,17,3.441,0.0,3.364
30,D면적변화제동등,18,1.347,0.0,0.235
30,D면적변화제동등,19,1.803,0.0,0.0
30,D면적변화제동등,20,1.371,0.0,0.465
30,D면적변화제동등,21,2.992,0.22254,0.075
30,D면적변화제동등,22,1.8,0.0,0.0
30,D면적변화제동등,23,1.352,0.0,1.018
