참여자번호,브레이크유형,감속정도,구간번호,브레이크세기,반응시간,인지시간,브레이크횟수,실시간앞차간격최소,실시간앞차간격최대
15,A기본제동등,고감속,6,0.07978,2.448,0,1,27.22362,37.31642
15,A기본제동등,저감속,16,0.00618,0.644,0,1,28.65042,30.29346
15,A기본제동등,저감속,17,0.01352,1.091,0.624,1,26.39593,29.44577
15,A기본제동등,고감속,7,0.3307,0.855,0.388,1,23.76784,29.436
15,A기본제동등,고감속,8,0.1669,0.728,0.486,1,14.65637,25.51518
15,A기본제동등,저감속,18,0,0,0,0,21.92868,22.76021
15,A기본제동등,저감속,19,0,0,0,0,27.54895,30.87649
15,A기본제동등,저감속,20,0,0,1.563,0,35.00881,39.27602
15,A기본제동등,저감속,21,0.04351,0,0,0,25.98323,28.68162
15,A기본제동등,저감속,22,0,0,0.731,0,30.21976,32.9511
15,A기본제동등,고감속,9,0.1625,1.831,0.57,1,24.75849,32.9511
15,A기본제동등,저감속,23,0,0,0,0,21.07766,21.83698
15,B밝기변화제동등,저감속,1,0.0605,1.17,0.123,1,22.83622,27.08471
15,B밝기변화제동등,고감속,1,0.0636,1.233,0.462,1,32.8361,41.02193
15,B밝기변화제동등,저감속,2,0,0,0.712,0,19.57255,24.24491
15,B밝기변화제동등,저감속,3,0,0,0.492,0,34.77568,35.25457
15,B밝기변화제동등,저감속,4,0,0,0.729,0,26.32221,27.73855
15,B밝기변화제동등,고감속,2,0.08049,1.191,0.106,1,19.74167,26.77936
15,B밝기변화제동등,고감속,3,0.22255,1.335,0.763,1,23.65868,32.03219
15,B밝기변화제동등,저감속,5,0.14499,1.297,0.686,1,25.28562,32.03219
15,B밝기변화제동등,저감속,6,0,0,0.257,0,15.96548,23.66224
15,B밝기변화제동등,저감속,7,0,0,0,0,19.10746,21.3379
15,B밝기변화제동등,저감속,8,0,0,0.265,0,25.29566,28.79847
15,B밝기변화제동등,저감속,9,0,0,0.115,0,29.76623,35.60488
15,B밝기변화제동등,고감속,4,0,0,0,0,26.82656,35.60488
15,B밝기변화제동등,고감속,5,0.10122,0.911,0.534,1,15.84784,22.1192
15,B밝기변화제동등,저감속,10,0,0,0.547,0,24.46879,27.64906
15,B밝기변화제동등,저감속,11,0,0,0.352,0,24.58752,28.27767
15,B밝기변화제동등,저감속,12,0,0,0.525,0,31.99754,32.86482
15,B밝기변화제동등,저감속,13,0,0,0.562,0,29.80829,32.14888
15,B밝기변화제동등,저감속,14,0,0,0.775,0,34.49897,36.14567
15,B밝기변화제동등,저감속,15,0.11046,0.977,0.493,1,25.00519,31.33702
15,B밝기변화제동등,고감속,6,0.11789,0.838,0.354,1,25.09134,31.29624
15,B밝기변화제동등,저감속,16,0,0,2.175,0,39.85951,46.73035
15,B밝기변화제동등,고감속,7,0.09644,0.833,0,1,26.77595,34.46974
15,B밝기변화제동등,저감속,17,0,0,0.383,0,21.69817,24.83942
15,B밝기변화제동등,고감속,8,0.02207,2.181,0,1,21.13327,31.44728
15,B밝기변화제동등,저감속,18,0,0,0.659,0,21.1911,23.87459
15,B밝기변화제동등,저감속,19,0,0,0,0,30.18855,32.09137
15,B밝기변화제동등,고감속,9,0.1773,1.339,0,1,15.54002,28.3477
15,B밝기변화제동등,저감속,20,0,0,0.791,0,34.73764,44.07882
15,B밝기변화제동등,저감속,21,0.02598,0.804,0.216,1,19.29534,24.88809
15,B밝기변화제동등,저감속,22,0,0,0,0,28.49537,30.85911
15,B밝기변화제동등,저감속,23,0,0,1.406,0,27.20352,31.21799
15,C점멸주파수변화제동등,저감속,1,0.11428,1.11,0.318,1,29.73377,32.32967
15,C점멸주파수변화제동등,고감속,1,0.27565,0.971,0.586,1,21.71511,35.24485
15,C점멸주파수변화제동등,저감속,2,0.53659,0.385,0.038,1,25.73686,33.68935
15,C점멸주파수변화제동등,저감속,3,0,0,0.52,0,35.18076,36.59206
15,C점멸주파수변화제동등,저감속,4,0,0,0.594,0,31.44015,32.79284
15,C점멸주파수변화제동등,고감속,2,0.1862,0.716,0.4,1,25.43021,29.94569
15,C점멸주파수변화제동등,저감속,5,0.19435,0.54,0.187,1,25.10348,29.93245
15,C점멸주파수변화제동등,저감속,6,0,0,0.429,0,28.90772,31.69089
15,C점멸주파수변화제동등,저감속,7,0,0,0.079,0,28.34662,29.30979
15,C점멸주파수변화제동등,저감속,8,0,0,0.864,0,31.81095,35.16481
15,C점멸주파수변화제동등,저감속,9,0,0,0.225,0,32.70403,33.39699
15,C점멸주파수변화제동등,저감속,10,0,0,0,0,28.07131,28.35618
15,C점멸주파수변화제동등,고감속,3,0.12952,1.051,0.492,1,35.71753,36.71415
15,C점멸주파수변화제동등,저감속,11,0.2397,0,0,0,35.80312,36.64335
15,C점멸주파수변화제동등,저감속,12,0,0,0.385,0,35.26362,40.95297
15,C점멸주파수변화제동등,고감속,4,0.46079,0.787,0.432,1,19.47468,27.71076
15,C점멸주파수변화제동등,저감속,13,0,0,0.041,0,22.59037,26.9187
15,C점멸주파수변화제동등,저감속,14,0,0,0.999,0,27.99515,29.65162
15,C점멸주파수변화제동등,저감속,15,0,0,1.969,0,33.10028,39.47275
15,C점멸주파수변화제동등,고감속,5,0.42121,0.576,0.289,1,22.65705,31.58985
15,C점멸주파수변화제동등,저감속,16,0.50016,0,0,0,22.53403,26.28857
15,C점멸주파수변화제동등,저감속,17,0,0,0.637,0,17.62067,20.58873
15,C점멸주파수변화제동등,고감속,6,0.1205,1.863,0.592,1,28.4395,39.27035
15,C점멸주파수변화제동등,저감속,18,0,0,0.832,0,23.75352,24.52377
15,C점멸주파수변화제동등,저감속,19,0,0,0.45,0,33.65873,36.9512
15,C점멸주파수변화제동등,고감속,7,0.30954,0.771,0,1,27.3897,35.57422
15,C점멸주파수변화제동등,저감속,20,0,0,0,0,23.98157,27.44239
15,C점멸주파수변화제동등,저감속,21,0,0,0,0,31.90135,33.80144
15,C점멸주파수변화제동등,저감속,22,0,0,0,0,28.12912,30.3327
15,C점멸주파수변화제동등,고감속,8,0.18925,1.393,0.603,1,33.732,40.73782
15,C점멸주파수변화제동등,저감속,23,0.15008,1.073,0.283,1,34.56599,40.71487
15,C점멸주파수변화제동등,저감속,24,0,0,0.462,0,34.27803,36.96086
15,C점멸주파수변화제동등,고감속,9,0.14172,0.822,0,1,20.79254,28.02491
15,C점멸주파수변화제동등,저감속,25,0.25083,0.64,0,1,23.15777,27.59229
15,C점멸주파수변화제동등,저감속,26,0.001,1.187,0.43,1,21.45574,24.2921
15,D면적변화제동등,저감속,1,0,0,0.341,0,24.0397,24.88997
15,D면적변화제동등,저감속,2,0,0,0.822,0,34.8298,35.77221
15,D면적변화제동등,고감속,1,0.13987,1.328,0,1,28.27657,31.54987
15,D면적변화제동등,고감속,2,0.23542,1.336,0.869,1,29.18312,43.27456
15,D면적변화제동등,저감속,3,0,0,0,0,24.25831,27.39534
15,D면적변화제동등,고감속,3,0.23219,0.731,0.317,1,22.24508,31.18864
15,D면적변화제동등,저감속,4,0,0,0.441,0,22.64377,23.15446
15,D면적변화제동등,저감속,5,0,0,0.63,0,29.92533,31.58174
15,D면적변화제동등,저감속,6,0,0,0,0,25.96054,26.38239
15,D면적변화제동등,저감속,7,0,0,0.516,0,31.7202,32.3458
15,D면적변화제동등,고감속,4,0.12811,1.039,0.46,1,22.09063,33.71723
15,D면적변화제동등,저감속,8,0,0,0,0,35.04789,37.08217
15,D면적변화제동등,고감속,5,0.2692,1.012,0.557,1,18.53852,28.95077
15,D면적변화제동등,저감속,9,0.61239,0,0,0,20.57393,23.78963
15,D면적변화제동등,고감속,6,0.25853,1.01,0.431,1,27.30346,34.21486
15,D면적변화제동등,저감속,10,0,0,0.161,0,20.75312,28.94991
15,D면적변화제동등,저감속,11,0,0,0.617,0,24.52996,26.89685
15,D면적변화제동등,저감속,12,0,0,0,0,25.90501,31.46144
15,D면적변화제동등,고감속,7,0.16368,1.486,0,1,28.39381,39.67432
15,D면적변화제동등,저감속,13,0,0,0.422,0,22.06203,23.53224
15,D면적변화제동등,저감속,14,0,0,0.353,0,27.51232,27.81551
15,D면적변화제동등,저감속,15,0,0,1.239,0,30.20348,34.7063
15,D면적변화제동등,저감속,16,0,0,0.43,0,23.81204,29.06142
15,D면적변화제동등,저감속,17,0,0,1.227,0,30.27396,32.10127
15,D면적변화제동등,저감속,18,0,0,0,0,26.43286,28.05322
15,D면적변화제동등,저감속,19,0.21136,1.097,0.602,1,25.95495,29.47324
15,D면적변화제동등,고감속,8,0.24878,0.815,0.318,1,25.953,29.47324
15,D면적변화제동등,저감속,20,0,0,1.22,0,26.51908,32.02748
15,D면적변화제동등,저감속,21,0,0,0.256,0,29.07764,30.11433
16,A기본제동등,저감속,1,0.13001,1.776,0.552,1,11.33537,23.14727
16,A기본제동등,고감속,1,0.17466,1.613,0.389,1,10.72145,23.14727
16,A기본제동등,저감속,2,0,0,0.345,0,11.22445,17.0435
16,A기본제동등,저감속,3,0,0,0.235,0,18.06253,23.13788
16,A기본제동등,고감속,2,0.0786,1.267,0.237,1,16.07255,22.14481
16,A기본제동등,저감속,4,0,0,0.957,0,26.04319,28.77915
16,A기본제동등,저감속,5,0,0,0,0,22.038,25.85733
16,A기본제동등,저감속,6,0,0,0.504,0,21.24337,23.44943
16,A기본제동등,저감속,7,0,0,0.765,0,32.73491,33.90789
16,A기본제동등,고감속,3,0,0,0.616,0,22.22867,33.90789
16,A기본제동등,고감속,4,0.08321,1.041,0.438,1,16.64172,24.68628
16,A기본제동등,저감속,8,0,0,0.883,0,15.99641,17.80443
16,A기본제동등,저감속,9,0,0,0.394,0,17.40298,21.06372
16,A기본제동등,고감속,5,0.27564,1.13,0.315,1,9.92415,18.56324
16,A기본제동등,고감속,6,0.11302,1.007,0,2,8.53285,16.64894
16,A기본제동등,저감속,10,0.23659,0,0,0,10.61638,12.08297
16,A기본제동등,저감속,11,0,0,0.385,0,19.71605,21.5218
16,A기본제동등,저감속,12,0,0,0,0,21.52016,27.1248
16,A기본제동등,저감속,13,0,0,1.316,0,32.89642,37.70428
16,A기본제동등,고감속,7,0.12481,1.658,0.359,1,17.32121,30.92603
16,A기본제동등,저감속,14,0,0,0.038,0,23.47449,30.11167
16,A기본제동등,저감속,15,0,0,0.529,0,20.76193,26.57951
16,A기본제동등,저감속,16,0,0,1.102,0,24.25872,27.98784
16,A기본제동등,저감속,17,0,0,1.538,0,25.08978,28.94931
16,A기본제동등,저감속,18,0,0,0.414,0,21.23105,22.13004
16,A기본제동등,고감속,8,0.04478,1.74,0.652,1,19.16217,28.56112
16,A기본제동등,저감속,19,0,0,0.205,0,17.88285,21.75434
16,A기본제동등,저감속,20,0,0,0.82,0,25.84289,27.64887
16,A기본제동등,저감속,21,0,0,1.594,0,27.26648,32.95226
16,A기본제동등,저감속,22,0,0,0,0,28.24384,30.38288
16,A기본제동등,저감속,23,0,0,0,0,28.92531,30.01172
16,A기본제동등,고감속,9,0.23179,1.085,0.499,1,9.07427,18.59375
16,B밝기변화제동등,저감속,1,0,0,0.227,0,31.68419,31.81524
16,B밝기변화제동등,고감속,1,0.01094,1.456,0.431,1,24.01158,29.68359
16,B밝기변화제동등,저감속,2,0.00313,1.065,0,1,26.6171,29.68078
16,B밝기변화제동등,저감속,3,0,0,0,0,22.78596,24.06839
16,B밝기변화제동등,저감속,4,0,0,0,0,37.52081,41.47306
16,B밝기변화제동등,고감속,2,0.07731,1.202,0.487,1,23.56899,34.8452
16,B밝기변화제동등,저감속,5,0,0,0,0,29.3406,30.75522
16,B밝기변화제동등,저감속,6,0.01119,1.244,0,1,19.24259,25.40975
16,B밝기변화제동등,고감속,3,0.06387,0.75,0,1,13.96262,24.15627
16,B밝기변화제동등,저감속,7,0,0,0.71,0,35.35042,37.66537
16,B밝기변화제동등,저감속,8,0,0,0.385,0,29.33797,33.13158
16,B밝기변화제동등,저감속,9,0,0,0.747,0,38.20803,39.84331
16,B밝기변화제동등,고감속,4,0,0,0.6,0,28.60929,39.84331
16,B밝기변화제동등,저감속,10,0,0,0,0,40.7749,47.02598
16,B밝기변화제동등,저감속,11,0,0,0.158,0,35.4408,39.05169
16,B밝기변화제동등,고감속,5,0,0,0.407,0,47.45402,60.09321
16,B밝기변화제동등,저감속,12,0.02391,1.116,0.121,1,15.1025,24.5607
16,B밝기변화제동등,고감속,6,0.05438,1.438,0.445,1,21.35015,27.05536
16,B밝기변화제동등,저감속,13,0,0,0.585,0,19.03876,23.14713
16,B밝기변화제동등,저감속,14,0,0,1.467,0,28.82335,33.09838
16,B밝기변화제동등,저감속,15,0.00426,1.62,0.211,1,18.27241,29.47502
16,B밝기변화제동등,저감속,16,0,0,1.276,0,28.35233,32.50669
16,B밝기변화제동등,저감속,17,0,0,0.663,0,29.58856,31.51759
16,B밝기변화제동등,고감속,7,0,0,0.193,0,51.41015,55.68972
16,B밝기변화제동등,저감속,18,0,0,0.752,0,27.20304,35.7142
16,B밝기변화제동등,저감속,19,0,0,0.512,0,28.903,31.08114
16,B밝기변화제동등,고감속,8,0.06799,0.941,0.316,1,25.52455,31.08114
16,B밝기변화제동등,저감속,20,0,0,1.122,0,32.21882,33.76775
16,B밝기변화제동등,고감속,9,0,0,0.468,0,16.43473,26.73848
16,B밝기변화제동등,저감속,21,0,0,1.445,0,16.69776,20.01447
16,B밝기변화제동등,저감속,22,0,0,0.689,0,14.37792,20.61012
16,B밝기변화제동등,고감속,10,0.04356,2.303,0.647,1,23.93181,39.91113
16,C점멸주파수변화제동등,저감속,1,0.08435,1.096,0.593,1,19.33763,22.593
16,C점멸주파수변화제동등,고감속,1,0.17001,0.93,0.427,1,18.58703,22.593
16,C점멸주파수변화제동등,저감속,2,0,0,0.193,0,19.22549,24.08823
16,C점멸주파수변화제동등,저감속,3,0,0,0.118,0,26.72049,29.35053
16,C점멸주파수변화제동등,저감속,4,0.0226,1.578,0.915,1,34.42205,39.77797
16,C점멸주파수변화제동등,고감속,2,0.08001,1.38,0.717,1,32.22329,39.77797
16,C점멸주파수변화제동등,저감속,5,0.0335,1.047,0,1,10.68195,18.76702
16,C점멸주파수변화제동등,저감속,6,0.00498,0.954,0,1,26.15586,26.7342
16,C점멸주파수변화제동등,고감속,3,0.02473,0.882,0,1,25.52322,27.09158
16,C점멸주파수변화제동등,저감속,7,0,0,0.767,0,29.79027,31.28766
16,C점멸주파수변화제동등,저감속,8,0,0,0,0,19.83201,23.61757
16,C점멸주파수변화제동등,저감속,9,0,0,0,0,34.21571,37.17974
16,C점멸주파수변화제동등,고감속,4,0.17415,0.991,0.535,1,15.4272,25.35839
16,C점멸주파수변화제동등,저감속,10,0.20689,0.687,0.231,1,17.3965,24.46367
16,C점멸주파수변화제동등,저감속,11,0,0,0,0,33.84064,37.98989
16,C점멸주파수변화제동등,저감속,12,0,0,0.492,0,17.21713,21.26423
16,C점멸주파수변화제동등,저감속,13,0,0,0,0,30.74587,32.82985
16,C점멸주파수변화제동등,저감속,14,0,0,0.586,0,30.68023,35.4473
16,C점멸주파수변화제동등,고감속,5,0.07848,1.045,0,1,16.26711,24.87938
16,C점멸주파수변화제동등,저감속,15,0.00928,0.839,0,1,20.56759,24.40656
16,C점멸주파수변화제동등,고감속,6,0.07947,1.016,0.513,1,28.04767,35.85034
16,C점멸주파수변화제동등,저감속,16,0.07326,0.648,0.145,1,27.61701,34.95286
16,C점멸주파수변화제동등,저감속,17,0,0,0.793,0,41.05122,45.08182
16,C점멸주파수변화제동등,저감속,18,0,0,0.604,0,39.49239,48.11046
16,C점멸주파수변화제동등,저감속,19,0,0,0,0,31.81873,33.50089
16,C점멸주파수변화제동등,저감속,20,0,0,0,0,29.09158,30.85594
16,C점멸주파수변화제동등,고감속,7,0.03648,1.177,0.536,1,15.3712,28.76676
16,C점멸주파수변화제동등,저감속,21,0.01029,0.832,0.153,1,23.002,28.28548
16,C점멸주파수변화제동등,저감속,22,0,0,0,0,33.26764,33.85107
16,C점멸주파수변화제동등,고감속,8,0.02194,1.284,0.402,1,23.42002,28.7727
16,C점멸주파수변화제동등,저감속,23,0,0,0.547,0,19.87135,29.90291
16,C점멸주파수변화제동등,저감속,24,0,0,0,0,45.18119,47.24806
16,C점멸주파수변화제동등,저감속,25,0,0,0.739,0,38.37138,41.91109
16,C점멸주파수변화제동등,고감속,9,0.04153,1.283,0.568,1,30.89862,41.19991
16,C점멸주파수변화제동등,저감속,26,0.09391,0,0,0,30.71794,33.95757
16,C점멸주파수변화제동등,저감속,27,0,0,0,0,17.9581,26.05633
16,C점멸주파수변화제동등,저감속,28,0,0,0,0,38.38868,38.6414
16,D면적변화제동등,저감속,1,0,0,0.341,0,28.54235,28.93904
16,D면적변화제동등,고감속,1,0.00144,2.809,0.477,1,31.56978,43.31189
16,D면적변화제동등,저감속,2,0,0,0.928,0,34.45328,35.11688
16,D면적변화제동등,고감속,2,0.11068,1.562,0.325,1,19.06667,33.32475
16,D면적변화제동등,고감속,3,0.10242,0.675,0,1,20.39762,28.80763
16,D면적변화제동등,저감속,3,0.22585,0,0,0,24.01197,25.61615
16,D면적변화제동등,저감속,4,0,0,0.525,0,23.21321,24.07917
16,D면적변화제동등,저감속,5,0,0,1.128,0,25.42258,26.82835
16,D면적변화제동등,저감속,6,0,0,2.092,0,32.49079,36.62968
16,D면적변화제동등,저감속,7,0,0,0.568,0,23.52614,31.88822
16,D면적변화제동등,저감속,8,0,0,0.664,0,27.87849,30.73648
16,D면적변화제동등,저감속,9,0,0,2,0,34.63603,40.58554
16,D면적변화제동등,고감속,4,0.13199,0.922,0.45,1,24.45866,31.79398
16,D면적변화제동등,저감속,10,0.0216,0.795,0.323,1,27.94961,31.59638
16,D면적변화제동등,저감속,11,0,0,0.674,0,16.51715,26.60916
16,D면적변화제동등,저감속,12,0,0,0.438,0,18.26452,19.57731
16,D면적변화제동등,저감속,13,0,0,1.147,0,23.46081,31.31254
16,D면적변화제동등,고감속,5,0.09398,1.01,0.283,1,20.43951,27.41948
16,D면적변화제동등,저감속,14,0,0,0.941,0,30.64474,34.33657
16,D면적변화제동등,고감속,6,0.09347,0.882,0.366,1,17.35127,25.40073
16,D면적변화제동등,저감속,15,0.08366,0.845,0.329,1,20.02418,25.35365
16,D면적변화제동등,저감속,16,0,0,1.068,0,35.74702,37.19206
16,D면적변화제동등,고감속,7,0.13834,1.162,0,1,11.34542,22.64746
16,D면적변화제동등,저감속,17,0,0,0.677,0,16.44041,19.19179
16,D면적변화제동등,저감속,18,0,0,0.157,0,32.40196,36.39594
16,D면적변화제동등,저감속,19,0,0,0.654,0,29.96542,35.52855
16,D면적변화제동등,고감속,8,0.06994,2.252,0,1,13.38836,24.73653
16,D면적변화제동등,저감속,20,0.06686,0.975,0,1,14.83664,22.69208
16,D면적변화제동등,저감속,21,0,0,0.112,0,22.28675,24.7324
16,D면적변화제동등,저감속,22,0,0,0.705,0,26.36967,28.4087
16,D면적변화제동등,저감속,23,0,0,2.021,0,32.65312,39.39457
16,D면적변화제동등,저감속,24,0,0,0,0,28.72388,30.32351
17,A기본제동등,저감속,1,0,0,0.791,0,31.08102,32.87033
17,A기본제동등,저감속,2,0,0,1.292,0,46.61039,47.76326
17,A기본제동등,고감속,1,0.24393,1.434,0.7,1,20.83912,39.64185
17,A기본제동등,고감속,2,0,0,1.81,0,38.78497,49.00698
17,A기본제동등,저감속,3,0,0,0.24,0,22.28316,29.18648
17,A기본제동등,저감속,4,0,0,0.258,0,44.34343,44.87983
17,A기본제동등,저감속,5,0,0,0.348,0,43.39173,45.86708
17,A기본제동등,고감속,3,0.18187,1.442,0.742,1,21.11479,33.60852
17,A기본제동등,저감속,6,0.30675,0.515,0,1,20.83868,30.44544
17,A기본제동등,저감속,7,0,0,0,0,42.32582,43.949
17,A기본제동등,저감속,8,0,0,1.749,0,35.99532,39.32531
17,A기본제동등,저감속,9,0,0,0.512,0,41.97769,44.01197
17,A기본제동등,고감속,4,0.10201,1.904,1.02,1,27.51324,43.63367
17,A기본제동등,고감속,5,0.07582,1.665,0.491,1,34.97785,45.12036
17,A기본제동등,저감속,10,0,0,0,0,26.90884,31.67139
17,A기본제동등,고감속,6,0.14434,1.499,0.383,1,33.10373,45.70943
17,A기본제동등,저감속,11,0,0,0.66,0,19.657,23.13696
17,A기본제동등,저감속,12,0,0,1.883,0,49.48403,57.7291
17,A기본제동등,저감속,13,0,0,0.661,0,42.89372,46.4324
17,A기본제동등,고감속,7,0.11685,1.738,0,1,23.15011,36.38668
17,A기본제동등,저감속,14,0,0,0.477,0,44.34288,45.81152
17,A기본제동등,고감속,8,0.28496,1.581,0.515,1,29.73942,53.73158
17,A기본제동등,저감속,15,0,0,0.671,0,28.01181,30.97428
17,A기본제동등,고감속,9,0.03797,2.077,0,1,28.23705,35.09975
17,A기본제동등,저감속,16,0,0,1.391,0,35.8972,38.68091
17,A기본제동등,저감속,17,0,0,0.827,0,26.68536,34.60328
17,A기본제동등,저감속,18,0,0,0,0,50.4628,51.68095
17,A기본제동등,고감속,10,0.12089,1.382,0.682,1,23.53126,37.6687
17,A기본제동등,저감속,19,0,0,0.677,0,31.64541,36.0625
17,A기본제동등,저감속,20,0,0,0.449,0,56.63218,59.04102
17,A기본제동등,저감속,21,0,0,0.887,0,45.46838,54.60227
17,B밝기변화제동등,고감속,1,0.16395,1.32,0.467,1,22.40808,29.06634
17,B밝기변화제동등,저감속,1,0,0,0.473,0,27.58793,32.19899
17,B밝기변화제동등,저감속,2,0,0,0.117,0,26.01054,28.517
17,B밝기변화제동등,고감속,2,0.07088,1.641,1.11,1,32.45617,41.18958
17,B밝기변화제동등,저감속,3,0,0,1.197,0,27.19503,29.94096
17,B밝기변화제동등,저감속,4,0,0,0,0,40.45316,41.92213
17,B밝기변화제동등,고감속,3,0.20825,1.332,0.519,1,26.43627,40.78327
17,B밝기변화제동등,저감속,5,0.32992,0.26,0,1,26.25985,35.9253
17,B밝기변화제동등,저감속,6,0,0,0,0,48.14514,48.35794
17,B밝기변화제동등,고감속,4,0.21844,1.676,0.898,1,29.37994,43.4362
17,B밝기변화제동등,저감속,7,0,0,0.412,0,36.7151,42.41597
17,B밝기변화제동등,저감속,8,0,0,0.304,0,23.16877,27.1802
17,B밝기변화제동등,저감속,9,0,0,0,0,41.24931,45.85304
17,B밝기변화제동등,저감속,10,0,0,0.834,0,35.69987,38.47984
17,B밝기변화제동등,고감속,5,0.19506,1.186,0.757,1,27.70672,38.47448
17,B밝기변화제동등,저감속,11,0,0,1.228,0,32.2627,41.57283
17,B밝기변화제동등,저감속,12,0,0,0,0,48.21276,50.39606
17,B밝기변화제동등,저감속,13,0,0,0.999,0,41.00741,45.82725
17,B밝기변화제동등,고감속,6,0.28044,1.134,0.488,1,21.16286,34.76884
17,B밝기변화제동등,저감속,14,0,0,0.282,0,37.40891,41.24496
17,B밝기변화제동등,저감속,15,0.06138,1.257,0.625,1,35.40609,44.04494
17,B밝기변화제동등,고감속,7,0.34421,1.18,0.548,1,30.21901,43.97365
17,B밝기변화제동등,고감속,8,0.09737,1.855,0.502,1,31.2797,41.49107
17,B밝기변화제동등,저감속,16,0.18277,0.999,0,1,30.87308,39.73494
17,B밝기변화제동등,저감속,17,0,0,0.669,0,23.41957,28.77813
17,B밝기변화제동등,고감속,9,0.14518,1.231,0.519,1,37.129,49.99987
17,B밝기변화제동등,저감속,18,0,0,0.982,0,21.33588,24.36148
17,B밝기변화제동등,저감속,19,0,0,1.712,0,23.90016,27.76211
17,B밝기변화제동등,저감속,20,0,0,0,0,39.12766,40.55664
17,B밝기변화제동등,저감속,21,0.10979,1.373,0.522,1,26.34562,36.64799
17,B밝기변화제동등,저감속,22,0,0,0,0,46.18186,48.87082
17,B밝기변화제동등,저감속,23,0,0,0,0,34.67213,38.62994
17,B밝기변화제동등,고감속,10,0.24399,1.224,0.633,1,19.73829,27.5464
17,B밝기변화제동등,저감속,24,0,0,0,0,39.71921,40.58212
17,B밝기변화제동등,저감속,25,0,0,0,0,32.08164,32.73011
17,C점멸주파수변화제동등,고감속,1,0.18042,1.418,0.881,1,30.01976,35.33298
17,C점멸주파수변화제동등,저감속,1,0,0,1.038,0,44.06518,45.91215
17,C점멸주파수변화제동등,저감속,2,0,0,0.78,0,44.56648,52.0863
17,C점멸주파수변화제동등,저감속,3,0,0,0.437,0,33.08948,39.75645
17,C점멸주파수변화제동등,저감속,4,0,0,1.192,0,51.61493,54.3512
17,C점멸주파수변화제동등,고감속,2,0.10714,2.111,0,1,35.97979,51.12362
17,C점멸주파수변화제동등,저감속,5,0.08005,2.268,0.145,1,15.78555,30.28793
17,C점멸주파수변화제동등,저감속,6,0,0,0,0,51.92604,55.87891
17,C점멸주파수변화제동등,저감속,7,0,0,0.746,0,49.19081,56.59412
17,C점멸주파수변화제동등,고감속,3,0.28413,0.763,0.114,1,21.08794,33.76069
17,C점멸주파수변화제동등,고감속,4,0.10422,2.021,0.541,1,41.14747,50.679
17,C점멸주파수변화제동등,저감속,8,0.01841,1.198,0.504,1,26.33016,31.28033
17,C점멸주파수변화제동등,저감속,9,0,0,1.298,0,35.07989,36.7747
17,C점멸주파수변화제동등,저감속,10,0,0,0.594,0,51.95703,56.08591
17,C점멸주파수변화제동등,저감속,11,0,0,0,0,42.2356,48.57046
17,C점멸주파수변화제동등,고감속,5,0,0,0,0,40.8794,48.57046
17,C점멸주파수변화제동등,저감속,12,0.05962,2.035,0,1,18.45857,26.35849
17,C점멸주파수변화제동등,저감속,13,0,0,0.743,0,43.9499,44.6292
17,C점멸주파수변화제동등,저감속,14,0,0,0.75,0,39.07822,43.91607
17,C점멸주파수변화제동등,저감속,15,0,0,0,0,50.31366,51.76419
17,C점멸주파수변화제동등,고감속,6,0.34372,1.288,0.566,1,22.12638,44.95173
17,C점멸주파수변화제동등,고감속,7,0.16576,1.403,0.74,1,33.25771,39.18135
17,C점멸주파수변화제동등,저감속,16,0.00335,2.24,0.504,1,21.03121,30.36913
17,C점멸주파수변화제동등,저감속,17,0.00878,1.6,0.591,1,24.09049,29.16827
17,C점멸주파수변화제동등,저감속,18,0,0,0.801,0,53.34716,55.61924
17,C점멸주파수변화제동등,고감속,8,0.15835,1.149,0.473,1,36.85051,53.67084
17,C점멸주파수변화제동등,저감속,19,0.04319,1.346,0.388,1,48.94697,56.90251
17,C점멸주파수변화제동등,저감속,20,0,0,0.647,0,47.59342,53.41601
17,C점멸주파수변화제동등,고감속,9,0.26123,1.136,0.513,1,20.27461,38.79925
17,C점멸주파수변화제동등,저감속,21,0.45708,0,0,0,20.59926,29.22933
17,C점멸주파수변화제동등,고감속,10,0.16153,1.581,0.754,1,41.11754,50.10038
17,C점멸주파수변화제동등,저감속,22,0.19627,1.352,0.525,1,40.87,50.06863
17,C점멸주파수변화제동등,저감속,23,0.22244,0.747,0.227,1,29.99705,40.0128
17,D면적변화제동등,고감속,1,0.3081,1.12,0.615,1,16.6629,24.40226
17,D면적변화제동등,저감속,1,0,0,0.546,0,28.4318,29.63767
17,D면적변화제동등,저감속,2,0,0,0.836,0,37.00364,41.4017
17,D면적변화제동등,고감속,2,0.13753,0.886,0.202,1,25.44293,34.7452
17,D면적변화제동등,고감속,3,0.02813,2.125,1.139,1,35.13472,44.22449
17,D면적변화제동등,저감속,3,0,0,0.111,0,25.64969,30.36462
17,D면적변화제동등,고감속,4,0.07636,2.202,0,1,33.26571,44.62888
17,D면적변화제동등,저감속,4,0,0,0,0,18.67116,20.40531
17,D면적변화제동등,저감속,5,0.09106,1.693,0.86,1,20.92634,25.18979
17,D면적변화제동등,저감속,6,0,0,0,0,48.75918,49.69598
17,D면적변화제동등,저감속,7,0,0,0,0,42.96057,46.85575
17,D면적변화제동등,저감속,8,0,0,0.7,0,42.40862,43.22055
