participant_id,experiment_id,brake_light_type,total_seconds,per_km,low_cnt,low_zero_cnt,low_nonzero_brake_mean,low_react_nonzero_mean,high_cnt,high_zero_cnt,high_nonzero_brake_mean,high_react_nonzero_mean,brake_count,brake_min_dur,brake_max_dur,brake_avg_dur,brake_std_dur,brake_min_max,brake_max_max,brake_avg_max,brake_std_max,accel_count,accel_min_dur,accel_max_dur,accel_avg_dur,accel_std_dur,accel_min_max,accel_max_max,accel_avg_max,accel_std_max
9,34,B밝기변화제동등,271.491,45.248,23,8,0.3531467205042371,1.3933571428575047,9,0,0.3773320099246899,1.118777777778127,36,0.13,1.65,0.5633333333333334,0.3330122262877789,0.19,0.6,0.5191666666666667,0.07961963146288555,67,0.16,10.1,2.7107462686567163,2.015209826982334,0.07,1.0,0.8325373134328358,0.24187614714210529
9,35,C점멸주파수변화제동등,272.076,45.346,21,3,0.3637905736845059,1.1202222222212488,10,0,0.40673137236364065,1.30879999999961,43,0.13,1.95,0.56,0.3275231725716954,0.12,0.64,0.5174418604651163,0.10862984381782397,63,0.3,6.82,2.6671428571428573,1.6236611641709198,0.45,1.0,0.9368253968253968,0.1281610050505449
9,36,D면적변화제동등,294.73,49.122,21,4,0.34353818143877335,0.9804117647059577,10,0,0.4020369287253652,1.2007999999987078,42,0.04,2.04,0.6071428571428571,0.47372568842587,0.03,0.6,0.47904761904761906,0.141986078393649,61,0.34,16.17,3.3788524590163935,3.059534331866347,0.38,1.0,0.8218032786885245,0.1844948797547989
10,37,A기본제동등,240.299,40.05,22,15,0.153095290927977,1.1123333333331782,8,1,0.2868846467815352,1.4735714285696824,14,0.19,1.71,0.825,0.5306853333915712,0.02,0.59,0.2542857142857143,0.1740342267713799,33,0.57,20.96,5.334848484848485,3.8870949316392776,0.77,1.0,0.97,0.06432340165134304
10,38,B밝기변화제동등,244.638,40.773,23,14,0.16554124584463456,1.1200000000018109,9,0,0.16994729242762263,1.477777777779718,14,0.43,2.19,0.9764285714285714,0.46372417436457836,0.03,0.57,0.2392857142857143,0.137363318679629,41,1.06,14.02,4.4817073170731705,3.235785764261151,0.4,1.0,0.9451219512195121,0.11258601048130962
10,39,C점멸주파수변화제동등,238.815,39.803,20,11,0.15287036113708283,1.1560000000008586,7,1,0.3665831251336171,1.2814999999973224,16,0.08,2.14,0.9137500000000001,0.6260551093953312,0.01,0.67,0.248125,0.20992756687327496,35,0.12,17.59,5.0,3.6387764588728255,0.04,1.0,0.9488571428571428,0.18392408006264638
10,40,D면적변화제동등,257.292,42.882,22,15,0.21321910518925677,1.296285714282671,8,0,0.21038059634985531,1.336750000000393,14,0.35,2.15,1.092142857142857,0.5096179348889122,0.02,0.65,0.29285714285714287,0.18800280568399758,30,0.19,14.04,6.575333333333333,3.9389345078931264,0.15,1.0,0.9146666666666666,0.18171089833775145
11,41,A기본제동등,244.922,40.82,24,16,0.23455758022237228,1.2304999999978463,8,1,0.31861996274400445,1.413857142854665,12,0.56,2.18,1.0625,0.44296778048234453,0.09,0.67,0.4116666666666667,0.185611193497362,45,0.12,14.17,3.6273333333333335,2.7666219967186105,0.09,1.0,0.9497777777777778,0.17593243652670254
11,42,B밝기변화제동등,242.214,40.369,20,18,0.2556102442334753,2.2160000000003492,8,1,0.22830109390689968,1.611142857141593,9,0.08,1.79,1.0477777777777777,0.5172711517612831,0.03,0.52,0.31444444444444447,0.17414872315862032,35,0.07,15.09,5.121428571428572,3.345253127551779,0.02,1.0,0.9294285714285714,0.18418249992143912
11,43,C점멸주파수변화제동등,252.474,42.079,22,20,0.1875863690050505,0.7340000000040163,9,1,0.2543050314419717,1.4831249999951979,9,0.35,2.33,1.2666666666666666,0.5298584716695582,0.11,0.59,0.36,0.16393596310755001,49,0.48,10.53,3.4414285714285713,2.3214605675450675,0.4,1.0,0.9620408163265306,0.0963712351585596
11,44,D면적변화제동등,236.775,39.462,20,17,0.20279788737805027,1.2386666666667832,8,0,0.21670817290805156,1.508624999998574,13,0.08,1.46,0.7292307692307692,0.4578657288343665,0.05,0.68,0.31923076923076926,0.18112893834970797,43,0.54,12.3,3.898372093023256,2.6773182480062805,0.69,1.0,0.9655813953488372,0.07820310326266731
12,45,A기본제동등,274.214,45.702,22,9,0.12854590104728542,1.220538461536657,10,0,0.2527887178384881,1.4138000000006286,20,0.3,2.08,1.0665,0.48990090297614486,0.06,0.5,0.2515,0.14135714380696562,31,1.55,15.11,6.671612903225807,3.492157973492602,0.52,1.0,0.83,0.10801234497346435
12,46,B밝기변화제동등,263.541,43.923,20,19,0.274114248181818,0.3120000000053551,9,0,0.30115459855489374,1.3036666666691115,8,0.97,1.78,1.4575,0.32415825059463077,0.19,0.57,0.3725,0.12197774972744589,27,1.38,17.52,7.737037037037037,4.360302402017209,0.49,1.0,0.8088888888888889,0.10157730414786915
12,47,C점멸주파수변화제동등,261.72,43.62,20,18,0.2712125581191645,1.0089999999981956,9,1,0.2491301934945058,1.2758750000002692,8,1.07,1.79,1.4375,0.22852008351877648,0.29,0.57,0.39625,0.09530964574180606,26,2.9,17.31,7.649615384615385,3.7022279570758263,0.57,1.0,0.8730769230769231,0.08943239819077786
12,48,D면적변화제동등,251.172,41.862,21,16,0.2800435256443829,1.0731999999989057,9,0,0.30408133738104964,1.3218888888885785,12,0.24,1.38,0.8191666666666667,0.36257810025962517,0.06,0.59,0.32666666666666666,0.1839631056555206,31,1.0,19.18,6.485483870967742,3.8702634180028603,0.5,1.0,0.8777419354838709,0.13838857557422277
13,49,A기본제동등,267.432,44.572,13,8,0.2626310972002276,0.9423999999999069,6,0,0.30331042202235575,1.6406666666650078,17,0.25,1.34,0.7205882352941176,0.27920580644560594,0.06,0.64,0.34941176470588237,0.18153755080682668,44,1.43,12.54,4.203636363636364,2.488530051693533,0.71,1.0,0.9577272727272728,0.07210662764634428
13,50,B밝기변화제동등,250.895,41.816,23,16,0.23881000708729366,1.818857142858698,8,1,0.350704525907127,1.321142857142799,13,0.2,2.16,1.0369230769230768,0.5798330882731774,0.03,0.63,0.37615384615384617,0.18940866143247256,39,0.29,12.47,4.687692307692307,2.533214580993944,0.08,1.0,0.91,0.2022504960634083
13,51,C점멸주파수변화제동등,238.26,39.71,22,13,0.23698698095260656,1.6653750000014043,8,0,0.37794495548765183,1.308500000001004,17,0.16,1.58,0.7511764705882353,0.5033498081968093,0.04,0.61,0.3111764705882353,0.2093407017561676,39,0.42,10.4,4.197948717948718,2.1401748323654353,0.27,1.0,0.9646153846153847,0.12727603970661883
13,52,D면적변화제동등,241.255,40.209,18,16,0.23956596574229694,2.0689999999995052,9,0,0.4295578538930459,1.37677777777814,10,0.34,2.05,1.431,0.5453938434236716,0.11,0.82,0.5,0.17913371790059202,36,1.08,11.81,4.687222222222222,2.570356963659896,0.93,1.0,0.9963888888888889,0.01514742369000235
14,53,A기본제동등,242.602,40.434,25,19,0.4152630816931022,1.5067999999999302,8,0,0.4336115199074476,1.7093750000003638,10,0.15,11.49,1.816,3.4209329461745113,0.09,1.0,0.489,0.2528262468793759,19,0.66,33.99,10.692105263157895,8.098160682077662,0.22,1.0,0.8984210526315789,0.18842219608264887
14,54,B밝기변화제동등,242.085,40.348,21,17,0.6703025567273428,0.9986666666688203,9,1,0.5771743675102818,1.3348750000004657,13,0.25,1.61,0.8853846153846154,0.37862944472169147,0.22,1.0,0.6923076923076923,0.2380179911321077,29,0.09,21.74,6.551724137931035,6.237942122301414,0.02,1.0,0.8248275862068966,0.3141839848793694
14,55,C점멸주파수변화제동등,249.453,41.575,23,19,0.3098885945072618,1.5485000000026048,9,1,0.40650116006084724,1.466750000000502,13,0.53,1.62,0.8915384615384616,0.3533375664961708,0.27,0.82,0.5184615384615385,0.17980758946932476,25,0.2,35.2,8.4312,9.824869515672969,0.03,1.0,0.8304,0.302399845678973
14,56,D면적변화제동등,237.603,39.601,23,18,0.25349303024495223,2.1152000000045517,8,0,0.35413341599847875,1.390625000001819,12,0.15,1.59,0.895,0.4477316566467423,0.09,0.55,0.42083333333333334,0.13118053717428257,17,1.76,32.8,12.184117647058823,8.011706324828321,0.81,1.0,0.981764705882353,0.04811903133346085
15,57,A기본제동등,255.914,42.652,23,8,0.3844253313441686,0.962923076923359,9,0,0.6097304463950225,1.0413333333328612,25,0.08,2.12,0.808,0.449786986620704,0.03,1.0,0.556,0.2932859810264832,69,0.07,7.22,2.4518840579710144,1.2889054583162445,0.01,1.0,0.9244927536231884,0.21956197190210636
15,58,B밝기변화제동등,260.974,43.496,23,18,0.25524534350606065,1.390800000001036,9,1,0.3225221648113749,1.232625000000553,12,0.32,1.2,0.8475,0.2676539489034981,0.22,0.65,0.3975,0.12188854819800826,55,0.14,10.31,3.1954545454545453,2.33300459444692,0.08,1.0,0.8581818181818182,0.25387435583805734
15,59,C점멸주파수변화제동등,272.519,45.42,26,18,0.4821449716568309,0.8225000000020373,9,0,0.5423145050141599,0.9944444444441211,14,0.42,1.84,0.9814285714285714,0.384464805688618,0.26,0.98,0.65,0.23429107471755659,61,0.23,10.36,3.0118032786885247,1.9514614251860247,0.06,1.0,0.8872131147540984,0.20700347136816316
15,60,D면적변화제동등,255.038,42.506,21,19,0.5627884757246375,1.0969999999942956,8,0,0.44492462305046726,1.0946249999997235,8,1.07,1.47,1.225,0.1388730149658827,0.47,0.84,0.64125,0.13238876732670984,57,0.07,10.26,3.053157894736842,1.9965319555729781,0.02,1.0,0.9110526315789473,0.21259186426549748
16,61,A기본제동등,249.991,41.665,23,18,0.3881822001845996,1.6779999999980646,9,0,0.3756002675124154,1.5074444444439399,12,0.29,1.87,0.985,0.4594759861169916,0.14,0.93,0.49333333333333335,0.24581343011365842,47,0.12,9.97,3.5776595744680852,2.218129071366969,0.04,1.0,0.9234042553191489,0.2079744611803039
16,62,B밝기변화제동등,269.145,44.857,22,16,0.10352349673732635,1.4011666666665406,10,2,0.12928084532640044,1.7116250000008222,11,0.29,1.24,0.8463636363636363,0.29217367188960497,0.03,0.34,0.1890909090909091,0.10358132509816097,39,0.7,14.47,5.062307692307693,3.0841739161304234,0.4,1.0,0.9043589743589744,0.15631942452277292
16,63,C점멸주파수변화제동등,280.342,46.724,28,19,0.2141012466491255,0.9601250000014261,9,0,0.169677687765161,1.1097777777783147,11,0.54,1.54,1.1154545454545455,0.3046428609491329,0.11,0.7,0.29,0.18477012745571184,38,0.08,19.28,5.6049999999999995,5.349142770423909,0.01,1.0,0.77,0.36985022534694934
16,64,D면적변화제동등,250.664,41.777,24,20,0.349059316652451,0.8716666666635623,8,0,0.29293321478937867,1.4092499999997017,8,0.7,1.41,1.0474999999999999,0.23535687188365065,0.33,0.57,0.43374999999999997,0.08749489781042744,44,0.14,19.57,4.088409090909091,3.6220910979399594,0.04,1.0,0.8604545454545455,0.29378013092735794
17,65,A기본제동등,307.394,51.232,21,17,0.19009868043705203,1.453750000002401,10,0,0.42428738470896443,1.7203000000008615,14,0.12,2.03,1.1592857142857143,0.5011749930177818,0.02,0.88,0.4942857142857143,0.23640624375830704,28,0.7,30.01,8.337857142857143,6.139968245268867,0.13,1.0,0.8575,0.18132485682802482
17,66,B밝기변화제동등,301.352,50.225,25,15,0.4027662632977501,1.41620000000039,10,0,0.4568290714266611,1.3778999999987718,15,0.54,1.69,1.208,0.38480421738110626,0.25,0.83,0.5753333333333334,0.16732631364521014,30,1.88,20.73,7.767,5.37395645042221,0.61,1.0,0.8896666666666667,0.11792701814764674
17,67,C점멸주파수변화제동등,325.936,54.323,23,12,0.29646720269227916,1.7163000000007742,10,0,0.40658810813080803,1.4861999999986437,22,0.2,2.24,1.1272727272727272,0.5012477936603319,0.01,0.79,0.46545454545454545,0.20268970591304553,36,0.11,18.4,6.541666666666667,4.462060702667066,0.06,1.0,0.8575,0.17780205687384898
17,68,D면적변화제동등,304.853,50.809,21,17,0.2716099543003969,1.8080000000009022,10,0,0.44028239090237653,1.534499999999389,13,0.5,1.76,1.2461538461538462,0.392078615873961,0.11,0.78,0.5423076923076923,0.19240382212739635,31,0.36,25.15,7.894193548387097,6.896019032356541,0.08,1.0,0.8219354838709677,0.24526746427575358
18,69,A기본제동등,298.644,49.774,24,17,0.10523396812379737,1.869399999997404,10,0,0.13929124644963364,1.499799999998504,18,0.31,1.35,0.7827777777777778,0.28719342847543905,0.03,0.52,0.18222222222222223,0.11815023116432319,65,0.68,10.36,3.12,2.439872563270467,0.39,1.0,0.8873846153846153,0.14092636511531612
18,70,B밝기변화제동등,290.795,48.466,24,21,0.14162473975318965,1.0286666666676563,10,1,0.12364047406606692,1.3175555555571918,13,0.15,1.45,0.7638461538461538,0.4159234397005147,0.02,0.51,0.19153846153846155,0.12811753417898178,51,0.11,12.42,4.012156862745098,3.3608905449154336,0.01,1.0,0.850392156862745,0.2213681168037866
18,71,C점멸주파수변화제동등,294.223,49.037,23,17,0.07403371282679205,1.715499999999641,10,0,0.10731399653554756,1.3316999999980907,17,0.4,1.58,0.8429411764705882,0.3778188174555754,0.06,0.62,0.1623529411764706,0.13012154951067414,67,0.08,10.47,2.8128358208955224,2.1523312280086118,0.01,1.0,0.851044776119403,0.23489607197947884
18,72,D면적변화제동등,295.341,49.224,25,17,0.07477689411687868,1.4087142857138784,10,1,0.10916151032833622,1.5275555555547018,15,0.43,1.34,0.754,0.24913564865063256,0.06,0.43,0.15533333333333332,0.10356962231594101,78,0.13,8.42,2.4764102564102566,1.748043785566333,0.01,1.0,0.848974358974359,0.22663884963785041
19,73,A기본제동등,298.158,49.693,26,14,0.08423586532750461,1.4378181818174198,10,0,0.0988847938703226,1.6982999999992898,17,0.13,1.72,0.9705882352941176,0.38836951779579865,0.02,0.5,0.11470588235294117,0.1170532809802241,37,0.83,15.0,5.3916216216216215,3.892254783194093,0.54,1.0,0.9459459459459459,0.10073230364186553
19,74,B밝기변화제동등,294.33,49.055,26,22,0.11660621493548579,1.0417500000003201,10,0,0.1022137240310573,1.7799000000006344,11,0.07,1.75,1.079090909090909,0.46274084638066143,0.01,0.25,0.13272727272727272,0.07616966707172995,28,0.43,30.91,8.148571428571428,6.691307636299341,0.01,1.0,0.8803571428571428,0.1957792056233178
19,75,C점멸주파수변화제동등,275.534,45.922,24,19,0.10558470295931213,1.1869999999980791,9,0,0.10291293776833814,1.5073333333332104,10,0.17,1.74,1.164,0.4381324000801584,0.02,0.25,0.137,0.07888810641239485,33,0.19,19.32,6.235151515151515,4.640773858698111,0.06,1.0,0.9151515151515152,0.19623202484751967
19,76,D면적변화제동등,310.092,51.682,24,20,0.06791686468548755,1.2327499999992142,10,0,0.0693102632714809,1.5525999999990745,10,0.63,1.8,1.079,0.39761650982936925,0.04,0.2,0.1,0.0565685424949238,20,0.28,40.28,11.8055,10.57905153195642,0.01,1.0,0.78,0.2652704677355389
20,77,A기본제동등,246.529,41.088,25,9,0.43665418659921434,0.8684375000002547,9,1,0.5259926965254611,1.086749999998574,25,0.39,1.73,1.0424,0.38071511658981966,0.21,1.0,0.5948,0.16132575739788113,40,0.43,13.51,4.99375,3.328750968880146,0.12,1.0,0.91775,0.20281970647186465
20,78,B밝기변화제동등,246.014,41.002,29,19,0.3139984188765184,0.7603333333330132,8,0,0.3786407770246898,1.0868749999999636,20,0.04,1.56,0.918,0.4061837800280739,0.01,0.96,0.4495,0.2451095351277186,47,0.55,9.39,3.911063829787234,2.1305084451763205,0.14,1.0,0.911063829787234,0.17934947718803804
20,79,C점멸주파수변화제동등,239.716,39.953,27,16,0.22617207115410365,1.4065714285721438,8,1,0.30961903942918134,1.1215714285707301,15,0.39,1.9,1.05,0.4702886651530404,0.08,0.55,0.3433333333333333,0.17658129114080118,42,0.04,11.04,4.156666666666666,2.2526771787241766,0.01,1.0,0.9419047619047619,0.204929947522087
20,80,D면적변화제동등,245.442,40.907,25,8,0.16350138434880324,0.8370624999997744,9,0,0.3334982868188796,0.8683333333344004,39,0.08,1.6,0.7212820512820513,0.3911533518575109,0.01,1.0,0.30025641025641026,0.2197544943494322,29,0.63,32.18,7.364827586206896,6.735281105963929,0.39,1.0,0.9651724137931035,0.11509687502445098
21,81,A기본제동등,294.69,49.115,27,16,0.19620429888995797,1.4931999999986147,10,0,0.24824368263171995,1.5861111111104644,17,0.14,1.72,1.1594117647058824,0.48513491149673116,0.06,0.54,0.3052941176470588,0.1663624674866158,41,0.12,12.3,5.09780487804878,3.5016392676824393,0.06,1.0,0.7551219512195122,0.2644439633572632
