2025-01-16,16:18:15,event1 start
2025-01-16,16:19:42,event2 start
2025-01-16,16:20:24,event2 end
2025-01-16,16:21:12,event3 start
2025-01-16,16:21:34,event3 end
2025-01-16,16:22:49,event4 start
2025-01-16,16:23:08,event4 end
2025-01-16,16:23:41,event5 start
2025-01-16,16:25:16,event5 end
2025-01-16,16:27:03,event6 start
2025-01-16,16:27:51,event6 end
2025-01-16,16:28:20,event7 start
2025-01-16,16:29:06,event7 end
2025-01-16,16:31:00,event8 start
2025-01-16,16:31:39,event8 end
2025-01-16,16:31:29,event9 start
2025-01-16,16:32:17,event9 end
2025-01-16,16:33:00,event10 start
2025-01-16,16:33:10,event10 end
2025-01-16,16:33:22,event11 start
2025-01-16,16:34:43,event11 end
2025-01-16,16:34:43,event12 start
2025-01-16,16:35:39,event12 end
2025-01-16,16:35:48,event13 start
2025-01-16,16:36:17,event13 end
2025-01-16,16:37:01,event14 start
2025-01-16,16:37:14,event14 end
2025-01-16,16:37:41,event15 start
2025-01-16,16:38:26,event15 end
2025-01-16,16:38:40,event16 start
2025-01-16,16:39:00,event16 end
2025-01-16,16:39:14,event17 start
2025-01-16,16:39:28,event17 end
2025-01-16,16:39:44,the end
