2024-10-16,16:54:43,event1 start
2024-10-16,16:55:37,event1 end
2024-10-16,16:55:51,event2 start
2024-10-16,16:56:40,event2 end
2024-10-16,16:57:13,event3 start
2024-10-16,16:57:37,event3 end
2024-10-16,16:58:28,event4 start
2024-10-16,16:58:47,event4 end
2024-10-16,16:59:08,event5 start
2024-10-16,17:00:45,event5 end
2024-10-16,17:02:25,event6 start
2024-10-16,17:03:16,event6 end
2024-10-16,17:03:15,event7 start
2024-10-16,17:04:07,event7 end
2024-10-16,17:05:17,event8 start
2024-10-16,17:06:27,event8 end
2024-10-16,17:06:15,event9 start
2024-10-16,17:07:03,event9 end
2024-10-16,17:07:43,event10 start
2024-10-16,17:07:54,event10 end
2024-10-16,17:07:59,event11 start
2024-10-16,17:09:10,event11 end
2024-10-16,17:09:10,event12 start
2024-10-16,17:10:04,event12 end
2024-10-16,17:10:15,event13 start
2024-10-16,17:10:51,event13 end
2024-10-16,17:11:25,event14 start
2024-10-16,17:11:49,event14 end
2024-10-16,17:11:59,event15 start
2024-10-16,17:12:49,event15 end
2024-10-16,17:12:54,event16 start
2024-10-16,17:13:08,event16 end
2024-10-16,17:13:21,event17 start
2024-10-16,17:13:32,event17 end
