2024-10-18,15:22:29,event1 start
2024-10-18,15:23:19,event1 end
2024-10-18,15:23:42,event2 start
2024-10-18,15:24:36,event2 end
2024-10-18,15:24:43,event3 start
2024-10-18,15:25:05,event3 end
2024-10-18,15:26:13,event4 start
2024-10-18,15:26:33,event4 end
2024-10-18,15:26:55,event5 start
2024-10-18,15:28:26,event5 end
2024-10-18,15:30:11,event6 start
2024-10-18,15:30:56,event6 end
2024-10-18,15:31:05,event7 start
2024-10-18,15:31:50,event7 end
2024-10-18,15:33:44,event8 start
2024-10-18,15:34:11,event8 end
2024-10-18,15:34:00,event9 start
2024-10-18,15:34:40,event9 end
2024-10-18,15:35:28,event10 start
2024-10-18,15:35:39,event10 end
2024-10-18,15:35:47,event11 start
2024-10-18,15:36:57,event11 end
2024-10-18,15:36:57,event12 start
2024-10-18,15:37:14,event12 end
2024-10-18,15:37:21,event13 start
2024-10-18,15:38:20,event13 end
2024-10-18,15:38:35,event14 start
2024-10-18,15:38:58,event14 end
2024-10-18,15:39:07,event15 start
2024-10-18,15:39:50,event15 end
2024-10-18,15:40:11,event16 start
2024-10-18,15:40:32,event16 end
2024-10-18,15:40:50,event17 start
2024-10-18,15:41:03,event17 end
