2024-10-15,10:17:59,event1 start
2024-10-15,10:18:53,event1 end
2024-10-15,10:19:19,event2 start
2024-10-15,10:20:07,event2 end
2024-10-15,10:20:30,event3 start
2024-10-15,10:20:54,event3 end
2024-10-15,10:22:11,event4 start
2024-10-15,10:22:30,event4 end
2024-10-15,10:23:01,event5 start
2024-10-15,10:24:34,event5 end
2024-10-15,10:26:08,event6 start
2024-10-15,10:26:59,event6 end
2024-10-15,10:27:28,event7 start
2024-10-15,10:28:18,event7 end
2024-10-15,10:29:49,event8 start
2024-10-15,10:31:09,event8 end
2024-10-15,10:30:58,event9 start
2024-10-15,10:31:33,event9 end
2024-10-15,10:32:12,event10 start
2024-10-15,10:32:23,event10 end
2024-10-15,10:32:30,event11 start
2024-10-15,10:33:36,event11 end
2024-10-15,10:33:36,event12 start
2024-10-15,10:34:38,event12 end
2024-10-15,10:34:48,event13 start
2024-10-15,10:35:31,event13 end
2024-10-15,10:36:00,event14 start
2024-10-15,10:36:19,event14 end
2024-10-15,10:36:34,event15 start
2024-10-15,10:37:22,event15 end
2024-10-15,10:37:35,event16 start
2024-10-15,10:37:50,event16 end
2024-10-15,10:38:03,event17 start
2024-10-15,10:38:17,event17 end
