2025-01-21,14:58:14,event1 start
2025-01-21,14:59:39,event2 start
2025-01-21,15:00:44,event2 end
2025-01-21,15:00:53,event3 start
2025-01-21,15:01:13,event3 end
2025-01-21,15:02:19,event4 start
2025-01-21,15:02:36,event4 end
2025-01-21,15:03:06,event5 start
2025-01-21,15:04:31,event5 end
2025-01-21,15:06:08,event6 start
2025-01-21,15:06:50,event6 end
2025-01-21,15:07:17,event7 start
2025-01-21,15:07:58,event7 end
2025-01-21,15:09:57,event8 start
2025-01-21,15:11:00,event8 end
2025-01-21,15:10:50,event9 start
2025-01-21,15:11:32,event9 end
2025-01-21,15:12:23,event10 start
2025-01-21,15:12:33,event10 end
2025-01-21,15:12:39,event11 start
2025-01-21,15:13:49,event11 end
2025-01-21,15:13:50,event12 start
2025-01-21,15:14:44,event12 end
2025-01-21,15:14:52,event13 start
2025-01-21,15:15:19,event13 end
2025-01-21,15:16:14,event14 start
2025-01-21,15:16:30,event14 end
2025-01-21,15:16:49,event15 start
2025-01-21,15:17:29,event15 end
2025-01-21,15:17:55,event16 start
2025-01-21,15:18:18,event16 end
2025-01-21,15:18:39,event17 start
2025-01-21,15:19:02,event17 end
2025-01-21,15:19:22,the end
