2024-10-16,13:56:14,event1 start
2024-10-16,13:57:05,event1 end
2024-10-16,13:57:32,event2 start
2024-10-16,13:58:43,event2 end
2024-10-16,13:58:51,event3 start
2024-10-16,13:59:13,event3 end
2024-10-16,14:00:37,event4 start
2024-10-16,14:00:56,event4 end
2024-10-16,14:01:33,event5 start
2024-10-16,14:03:11,event5 end
2024-10-16,14:04:58,event6 start
2024-10-16,14:05:45,event6 end
2024-10-16,14:09:03,event8 start
2024-10-16,14:10:18,event8 end
2024-10-16,14:10:06,event9 start
2024-10-16,14:10:45,event9 end
2024-10-16,14:11:30,event10 start
2024-10-16,14:11:41,event10 end
2024-10-16,14:11:48,event11 start
2024-10-16,14:13:24,event11 end
2024-10-16,14:13:25,event12 start
2024-10-16,14:14:09,event12 end
2024-10-16,14:14:32,event13 start
2024-10-16,14:15:11,event13 end
2024-10-16,14:15:48,event14 start
2024-10-16,14:16:04,event14 end
2024-10-16,14:16:29,event15 start
2024-10-16,14:17:13,event15 end
2024-10-16,14:17:34,event16 start
2024-10-16,14:17:52,event16 end
2024-10-16,14:18:09,event17 start
2024-10-16,14:18:21,event17 end
