2025-01-15,13:44:19,event1 start
2025-01-15,13:45:33,event2 start
2025-01-15,13:46:29,event2 end
2025-01-15,13:46:37,event3 start
2025-01-15,13:46:58,event3 end
2025-01-15,13:48:00,event4 start
2025-01-15,13:48:17,event4 end
2025-01-15,13:48:45,event5 start
2025-01-15,13:50:08,event5 end
2025-01-15,13:51:52,event6 start
2025-01-15,13:52:34,event6 end
2025-01-15,13:52:44,event7 start
2025-01-15,13:53:25,event7 end
2025-01-15,13:54:53,event8 start
2025-01-15,13:55:59,event8 end
2025-01-15,13:55:49,event9 start
2025-01-15,13:56:21,event9 end
2025-01-15,13:57:03,event10 start
2025-01-15,13:57:13,event10 end
2025-01-15,13:57:17,event11 start
2025-01-15,13:58:25,event11 end
2025-01-15,13:58:26,event12 start
2025-01-15,13:59:22,event12 end
2025-01-15,13:59:29,event13 start
2025-01-15,14:00:03,event13 end
2025-01-15,14:00:47,event14 start
2025-01-15,14:01:03,event14 end
2025-01-15,14:01:20,event15 start
2025-01-15,14:02:00,event15 end
2025-01-15,14:02:16,event16 start
2025-01-15,14:02:28,event16 end
2025-01-15,14:02:42,event17 start
2025-01-15,14:02:53,event17 end
2025-01-15,14:03:12,breakingRules: 0
2025-01-15,14:03:04,the end
