2024-10-15,14:40:51,event1 start
2024-10-15,14:41:45,event1 end
2024-10-15,14:42:15,event2 start
2024-10-15,14:43:04,event2 end
2024-10-15,14:43:43,event3 start
2024-10-15,14:44:09,event3 end
2024-10-15,14:45:07,event4 start
2024-10-15,14:45:27,event4 end
2024-10-15,14:46:01,event5 start
2024-10-15,14:47:33,event5 end
2024-10-15,14:49:04,event6 start
2024-10-15,14:49:55,event6 end
2024-10-15,14:50:05,event7 start
2024-10-15,14:50:57,event7 end
2024-10-15,14:52:16,event8 start
2024-10-15,14:53:28,event8 end
2024-10-15,14:53:17,event9 start
2024-10-15,14:53:56,event9 end
2024-10-15,14:54:37,event10 start
2024-10-15,14:54:48,event10 end
2024-10-15,14:54:55,event11 start
2024-10-15,14:56:29,event11 end
2024-10-15,14:56:30,event12 start
2024-10-15,14:57:30,event12 end
2024-10-15,14:57:38,event13 start
2024-10-15,14:58:10,event13 end
2024-10-15,14:58:56,event14 start
2024-10-15,14:59:17,event14 end
2024-10-15,14:59:32,event15 start
2024-10-15,15:00:21,event15 end
2024-10-15,15:00:50,event16 start
2024-10-15,15:01:14,event16 end
2024-10-15,15:01:43,event17 start
2024-10-15,15:02:05,event17 end
