2025-01-15,13:12:50,event1 start
2025-01-15,13:14:06,event2 start
2025-01-15,13:14:48,event2 end
2025-01-15,13:15:16,event3 start
2025-01-15,13:15:36,event3 end
2025-01-15,13:16:42,event4 start
2025-01-15,13:17:00,event4 end
2025-01-15,13:17:31,event5 start
2025-01-15,13:18:52,event5 end
2025-01-15,13:20:36,event6 start
2025-01-15,13:21:23,event6 end
2025-01-15,13:21:37,event7 start
2025-01-15,13:22:23,event7 end
2025-01-15,13:23:57,event8 start
2025-01-15,13:25:05,event8 end
2025-01-15,13:24:55,event9 start
2025-01-15,13:25:29,event9 end
2025-01-15,13:26:10,event10 start
2025-01-15,13:26:20,event10 end
2025-01-15,13:26:25,event11 start
2025-01-15,13:27:26,event11 end
2025-01-15,13:27:26,event12 start
2025-01-15,13:28:20,event12 end
2025-01-15,13:28:26,event13 start
2025-01-15,13:29:10,event13 end
2025-01-15,13:29:39,event14 start
2025-01-15,13:29:55,event14 end
2025-01-15,13:30:12,event15 start
2025-01-15,13:30:57,event15 end
2025-01-15,13:31:08,event16 start
2025-01-15,13:31:22,event16 end
2025-01-15,13:31:35,event17 start
2025-01-15,13:31:48,event17 end
2025-01-15,13:32:01,the end
