2024-10-16,13:19:18,event1 start
2024-10-16,13:20:13,event1 end
2024-10-16,13:21:00,event2 start
2024-10-16,13:21:51,event2 end
2024-10-16,13:22:49,event3 start
2024-10-16,13:23:16,event3 end
2024-10-16,13:24:42,event4 start
2024-10-16,13:25:02,event4 end
2024-10-16,13:25:34,event5 start
2024-10-16,13:27:09,event5 end
2024-10-16,13:29:01,event6 start
2024-10-16,13:29:55,event6 end
2024-10-16,13:33:27,event8 start
2024-10-16,13:34:41,event8 end
2024-10-16,13:34:30,event9 start
2024-10-16,13:35:08,event9 end
2024-10-16,13:36:01,event10 start
2024-10-16,13:36:12,event10 end
2024-10-16,13:36:22,event11 start
2024-10-16,13:37:42,event11 end
2024-10-16,13:37:43,event12 start
2024-10-16,13:38:45,event12 end
2024-10-16,13:38:56,event13 start
2024-10-16,13:39:22,event13 end
2024-10-16,13:40:19,event14 start
2024-10-16,13:40:36,event14 end
2024-10-16,13:40:58,event15 start
2024-10-16,13:41:47,event15 end
2024-10-16,13:42:09,event16 start
2024-10-16,13:42:24,event16 end
2024-10-16,13:42:38,event17 start
2024-10-16,13:42:49,event17 end
