2025-01-17,20:17:55,event1 start
2025-01-17,20:18:51,event2 start
2025-01-17,20:19:43,event2 end
2025-01-17,20:19:49,event3 start
2025-01-17,20:20:08,event3 end
2025-01-17,20:21:03,event4 start
2025-01-17,20:21:21,event4 end
2025-01-17,20:21:46,event5 start
2025-01-17,20:23:13,event5 end
2025-01-17,20:24:40,event6 start
2025-01-17,20:25:22,event6 end
2025-01-17,20:25:23,event7 start
2025-01-17,20:25:25,event7 start
2025-01-17,20:26:04,event7 end
2025-01-17,20:26:05,event7 end
2025-01-17,20:27:56,event8 start
2025-01-17,20:29:15,event8 end
2025-01-17,20:29:05,event9 start
2025-01-17,20:29:34,event9 end
2025-01-17,20:30:18,event10 start
2025-01-17,20:30:28,event10 end
2025-01-17,20:30:34,event11 start
2025-01-17,20:31:52,event11 end
2025-01-17,20:31:56,event12 start
2025-01-17,20:32:58,event12 end
2025-01-17,20:33:05,event13 start
2025-01-17,20:33:49,event13 end
2025-01-17,20:34:17,event14 start
2025-01-17,20:34:35,event14 end
2025-01-17,20:34:48,event15 start
2025-01-17,20:35:28,event15 end
2025-01-17,20:35:50,event16 start
2025-01-17,20:36:05,event16 end
2025-01-17,20:36:17,event17 start
2025-01-17,20:36:32,event17 end
2025-01-17,20:36:44,the end
