2025-01-21,13:10:08,event1 start
2025-01-21,13:11:40,event2 start
2025-01-21,13:12:49,event2 end
2025-01-21,13:13:03,event3 start
2025-01-21,13:13:25,event3 end
2025-01-21,13:14:45,event4 start
2025-01-21,13:15:03,event4 end
2025-01-21,13:15:37,event5 start
2025-01-21,13:17:01,event5 end
2025-01-21,13:18:56,event6 start
2025-01-21,13:19:37,event6 end
2025-01-21,13:19:59,event7 start
2025-01-21,13:20:41,event7 end
2025-01-21,13:22:25,event8 start
2025-01-21,13:23:32,event8 end
2025-01-21,13:23:22,event9 start
2025-01-21,13:24:01,event9 end
2025-01-21,13:24:41,event10 start
2025-01-21,13:24:51,event10 end
2025-01-21,13:25:02,event11 start
2025-01-21,13:26:17,event11 end
2025-01-21,13:26:17,event12 start
2025-01-21,13:27:11,event12 end
2025-01-21,13:27:18,event13 start
2025-01-21,13:27:49,event13 end
2025-01-21,13:28:41,event14 start
2025-01-21,13:28:57,event14 end
2025-01-21,13:29:16,event15 start
2025-01-21,13:29:56,event15 end
2025-01-21,13:30:22,event16 start
2025-01-21,13:30:42,event16 end
2025-01-21,13:31:00,event17 start
2025-01-21,13:31:18,event17 end
2025-01-21,13:31:39,the end
