2025-01-15,11:54:21,event1 start
2025-01-15,11:55:33,event2 start
2025-01-15,11:56:38,event2 end
2025-01-15,11:56:42,event3 start
2025-01-15,11:57:02,event3 end
2025-01-15,11:57:58,event4 start
2025-01-15,11:58:15,event4 end
2025-01-15,11:58:38,event5 start
2025-01-15,12:00:06,event5 end
2025-01-15,12:01:41,event6 start
2025-01-15,12:02:22,event6 end
2025-01-15,12:02:30,event7 start
2025-01-15,12:03:11,event7 end
2025-01-15,12:04:32,event8 start
2025-01-15,12:05:35,event8 end
2025-01-15,12:05:25,event9 start
2025-01-15,12:05:56,event9 end
2025-01-15,12:06:35,event10 start
2025-01-15,12:06:45,event10 end
2025-01-15,12:06:53,event11 start
2025-01-15,12:08:05,event11 end
2025-01-15,12:08:05,event12 start
2025-01-15,12:09:01,event12 end
2025-01-15,12:09:06,event13 start
2025-01-15,12:09:48,event13 end
2025-01-15,12:10:14,event14 start
2025-01-15,12:10:30,event14 end
2025-01-15,12:10:45,event15 start
2025-01-15,12:11:25,event15 end
2025-01-15,12:11:37,event16 start
2025-01-15,12:11:53,event16 end
2025-01-15,12:12:16,event17 start
2025-01-15,12:12:32,event17 end
2025-01-15,12:12:53,the end
