User,BrakeType,Event,Trial_no,Event_period,Speed_avg,Handle_avg,Brake_avg,Speed_std,Handle_std,Brake_std,Brake_feq,GSR_avg,GSR_std,GSR_max,GSR_min,GSR_range,GSR_peaks,GSR_Z_avg,SCR_avg,SCR_std,SCR_max,SCR_min,SCR_range,GSR_time_to_stable,SCR_duration_unstable,SCR_peaks,SCR_Z_avg,PPG_avg,PPG_std,PPG_max,PPG_min,PPG_range,PPG_peaks,HR_bpm,HRV_ibi,SDNN,RMSSD,pNN50,Leye_dist_avg,Reye_dist_avg,Leye_open_avg,Reye_open_avg,Leye_blink_rate,Reye_blink_rate,eye_blink_rate,Angry_avg,Disgust_avg,Fear_avg,Happy_avg,Neutral_avg,Sad_avg,Surprise_avg,Emotion1,Emotion2
1,A,1,1,246.0,,,,,,,,3.2746045472992473,0.30796365660051056,4.164564132285836,2.7397349895638525,1.4248291427219835,9,0.027252948875872686,5.56968210101876e-06,0.007917086581291295,0.0232428828117763,-0.0167929198626115,0.0400358026743878,83979.0,10043,12,0.005161664172997766,1393.6197636949516,289.0345357595037,2127.4725274725274,861.5384615384614,1265.934065934066,245,55.02717391304348,1090.3703703703704,108.09740057454637,178.25740078487468,0.7383177570093458,,,0.8972712680577849,0.869983948635634,0.36585365853658536,0.42276422764227645,0.5650406504065041,0.15216120149518458,0.011516004585072232,0.14301597664285717,0.016480457542247192,0.3983090090106741,0.25538760179077047,0.0231297478105939,Neutral,Sad
2,B,1,1,275.0,,,,,,,,2.980923537519501,0.567115550305924,4.41003617337118,1.9480179160515427,2.4620182573196376,15,0.22514355596665242,-0.0003212002206018092,0.006041080764604287,0.0239910416976911,-0.0147335684929408,0.0387246101906319,134129.0,24584,20,-0.014803501009986446,1387.0957201958513,327.92680186742206,2586.813186813187,0.0,2586.813186813187,455,55.55555555555556,1080.0,114.69767022723502,171.26976771553504,0.6111111111111112,,,0.9780269058295964,0.95695067264574,0.13090909090909092,0.24363636363636362,0.28,0.1565807905986547,0.011460126281434977,0.1472183109246637,0.009093697826632286,0.39461836659641253,0.25797077710762334,0.02305792942340807,Neutral,Sad
3,C,1,1,247.0,,,,,,,,3.2211869115466665,1.2445020290459514,6.567880435476255,1.7609007148677307,4.806979720608524,41,0.11819838051140007,-0.0005502857748556498,0.008714583146580147,0.0936698036762657,-0.074178375552619,0.1678481792288847,86476170.0,29888,66,-0.005693722619854115,1393.0925691648038,302.4027873519732,2761.904761904762,0.0,2761.904761904762,992,62.756952841596124,956.0693641618498,153.30892096162088,145.22709489247896,0.44545454545454544,,,0.9682459677419355,0.9211189516129032,0.21862348178137653,0.6356275303643725,0.728744939271255,0.12184049598235887,0.007831969611814515,0.12494414110710686,0.014961895893104838,0.4781902911668347,0.21829616322253023,0.033935044433896173,Neutral,Sad
4,D,1,1,249.0,,,,,,,,2.869829932137114,0.9470293216161957,7.183139056612963,1.416105902694432,5.767033153918531,36,0.0903307230439879,-0.0007896133837825816,0.01113977233407414,0.0737359439933997,-0.0454661980566042,0.1192021420500039,86263303.0,21170,81,-0.09753829458188698,1393.1116630391016,323.24231719319437,2748.7179487179487,0.0,2748.7179487179487,810,53.475935828877006,1122.0,101.56771140475698,126.49110640673517,0.4,,,0.9767711962833914,0.9645760743321719,0.23694779116465864,0.3453815261044177,0.42570281124497994,0.11336295860046458,0.006987093188734031,0.11851206510452962,0.011380979912543554,0.5044223293960511,0.20253000867915213,0.0428045644836237,Neutral,Sad
5,A,1,1,245.0,,,,,,,,4.5281901254415,3.4843177233593643,11.66109478034706,0.801051366043519,10.860043414303542,42,0.041587203868289783,-0.0005509736307249088,0.007826529278391182,0.0564354170832279,-0.0281472006316692,0.0845826177148971,256452.0,48629,68,-0.013993007453916986,1397.327927448895,258.1183854028141,2706.227106227106,0.0,2706.227106227106,1324,82.87037037037038,724.022346368715,115.30957224889299,159.8693052913748,0.5890736342042755,,,0.9724205860625462,0.9406550110810146,0.20816326530612245,0.5755102040816327,0.6816326530612244,0.16650166086727408,0.013734183229056883,0.17165114274218177,0.013333781505550358,0.3393878883614873,0.23586157623442502,0.05952976754481655,Neutral,Sad
6,B,1,1,251.0,,,,,,,,7.426909664511808,3.6087527521955574,10.822501979331111,1.588850828982059,9.233651150349052,20,0.06658590759419464,0.0010132607499256604,0.0059526085202318444,0.024321306278531,-0.0133032766791447,0.0376245829576757,217.0,7420,23,0.021268035905588987,1398.4334970306913,220.44251005728356,2257.142857142857,910.6227106227104,1346.5201465201465,564,87.43961352657004,686.1878453038674,102.33380579292684,159.5814461086319,0.6270096463022508,,,0.9919604205318491,0.9598021026592455,0.02390438247011952,0.16334661354581673,0.18725099601593626,0.16090307902226345,0.009593047781756339,0.14151973912059368,0.003102304655627706,0.4052955463512678,0.25198036890166975,0.027605914737971547,Neutral,Sad
7,C,1,1,259.0,,,,,,,,4.47333620258874,3.8116016854132138,10.391451761963928,0.8669222456498896,9.524529516314038,41,-0.03376002960982754,0.00039469548851014285,0.0060220267221562495,0.0401636241009155,-0.0161997491965557,0.0563633732974712,212132.0,26154,74,0.02907299571497731,1400.5729914529916,212.95974941276666,2289.3772893772893,963.3699633699632,1326.0073260073261,1002,72.22222222222223,830.7692307692307,81.08404256841997,119.89578808281799,0.3125,,,0.9902912621359223,0.9684466019417476,0.0694980694980695,0.24324324324324326,0.25868725868725867,0.17579249523404994,0.013013052493758668,0.1531810050599861,0.01318261479631068,0.3490105698280166,0.2612694798401526,0.034550784188800275,Neutral,Sad
8,D,1,1,252.0,,,,,,,,4.551688414120945,3.5817439294593676,12.3674151044515,0.6794634847470956,11.687951619704403,56,-0.09864169356584702,7.596886695477323e-05,0.007042621278426107,0.050892807803315,-0.0195533178410149,0.07044612564432991,131910.0,53405,100,0.022898459618569473,1394.297689489997,269.4098778483893,2812.454212454212,0.0,2812.454212454212,1454,67.32495511669659,891.2,148.6020188288167,146.0593486680443,0.38333333333333336,,,0.9820670127418594,0.9631901840490797,0.1388888888888889,0.3492063492063492,0.373015873015873,0.17725487830509673,0.013736291145021238,0.15915961908518167,0.005312406662666352,0.35126486682892877,0.252894904047428,0.04037703513324681,Neutral,Sad
9,A,1,1,275.0,,,,,,,,3.111142664223582,1.3052708462749005,5.186076083919779,0.6715155886377616,4.514560495282017,51,-0.12369538272342828,-4.0528505091160454e-05,0.007792361374335475,0.0468280948580894,-0.0352154589430866,0.082043553801176,58393.0,32372,77,0.012145437779084075,1395.3260931776556,269.29758608048076,2780.9523809523807,0.0,2780.9523809523807,1037,67.62075134168157,887.3015873015873,143.63983120496758,179.6053020267749,0.41935483870967744,,,0.9732016925246827,0.9511048425011753,0.06909090909090909,0.1890909090909091,0.22545454545454546,0.24533296853878703,0.029826984643347435,0.19757966613117067,0.01186694788415609,0.2293267636013164,0.25051430653784673,0.03555236265613541,Angry,Sad
10,B,1,1,262.0,,,,,,,,3.055700057584519,0.9468391306259356,4.679553029124451,1.4909346947172577,3.188618334407193,23,-0.012728064574465505,-0.00022826044679684078,0.006452940572680928,0.035206187914619,-0.0168003242399885,0.0520065121546075,345618950.0,14274,44,0.011763949553433559,1391.3524318460331,192.4260984047459,1954.5787545787543,0.0,1954.5787545787543,489,66.9811320754717,895.7746478873239,124.96379162151456,138.84202690012467,0.40963855421686746,,,0.995729537366548,0.9907473309608541,0.022900763358778626,0.04580152671755725,0.04580152671755725,0.28013258340213526,0.03283583957900356,0.23627466734163702,0.005408766747615658,0.1742608905871886,0.21676542299644128,0.05432182997366548,Angry,Fear
11,C,1,1,283.0,,,,,,,,4.312001639525505,3.350750190644006,11.959004990363876,0.6866375272738,11.272367463090076,58,0.09219059836260665,0.00012850427051881795,0.0071824033335403294,0.050892807803315,-0.0202294208485032,0.0711222286518182,-200912.0,51874,98,0.01872896376877181,1398.2090759868536,258.3876886869957,2812.454212454212,0.0,2812.454212454212,1579,69.1340782122905,867.8787878787879,131.1893744717473,128.9543077339647,0.2808988764044944,,,0.9817680729277083,0.9537841848632606,0.14840989399293286,0.45936395759717313,0.49823321554770317,0.18603684438456644,0.015994040566058933,0.16985999843375027,0.007929909543782065,0.330568696495654,0.24737941745685824,0.042231093874199696,Neutral,Sad
12,D,1,1,267.0,,,,,,,,3.838482674409585,2.6821591978624904,11.435875085442367,0.6764431851539864,10.75943190028838,30,0.1869898286811484,-0.00012794183160630933,0.008179043148454296,0.0564354170832279,-0.0281472006316692,0.0845826177148971,67530.0,46844,50,0.04162321176099786,1388.3155546076894,309.76658753600185,2805.8608058608056,0.0,2805.8608058608056,791,84.2152466367713,712.4600638977636,116.95560107305737,158.58019840098106,0.5654008438818565,,,0.9702058504875406,0.9561213434452871,0.10112359550561797,0.15730337078651685,0.1947565543071161,0.1787952864257855,0.01738869854821235,0.19273333428764894,0.014543601308234018,0.29986742962676055,0.22051335026977248,0.0761583010171181,Neutral,Sad
13,A,1,1,287.0,,,,,,,,3.274203537197639,1.4301148209008903,6.513017364166955,1.416105902694432,5.096911461472523,55,-0.13409660802798967,-0.0007155871634565853,0.009082090617434832,0.0936698036762657,-0.074178375552619,0.1678481792288847,86468371.0,27974,96,0.03264311303713259,1395.1195184277892,309.27032556605093,2748.7179487179487,0.0,2748.7179487179487,1239,63.192904656319286,949.4736842105264,152.0897824939538,121.10601416389966,0.36666666666666664,,,0.9783209351753454,0.9311370882040383,0.20557491289198607,0.6759581881533101,0.7526132404181185,0.12506543142465462,0.007992882407360256,0.12864595719001062,0.015108093981088205,0.46501751204250796,0.22451280529798087,0.03365731836712008,Neutral,Sad
14,B,1,1,304.0,,,,,,,,3.3516114868538334,1.926323569640093,7.183139056612963,1.1236321310063495,6.059506925606613,29,-0.011606358223064469,-0.000496982309109025,0.009401630446667825,0.0737359439933997,-0.0454661980566042,0.1192021420500039,86294760.0,27912,76,-0.004529998678184094,1394.4141063018612,321.7657639651034,2799.267399267399,0.0,2799.267399267399,928,59.57446808510638,1007.1428571428571,188.84720094860407,219.71768720102057,0.3793103448275862,,,0.9777846343721074,0.9577290959580377,0.19407894736842105,0.32894736842105265,0.3881578947368421,0.12861465441098427,0.008164689877898798,0.12349514844924407,0.009743648625680347,0.4674001731440914,0.23192814931595188,0.03065353617840173,Neutral,Sad
