timestamp,date,time,time(ms),GSR,SCR,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open
6653216.0,2024-12-19,11:31:05,1734575465473,1.3860703756174138,0.0,0.0,0.20045625,0.010769367,0.1228184,0.0021693124,0.31921613,0.33838084,0.006189743,Sad,275,249,305,243,1,1
6659769.0,2024-12-19,11:31:05,1734575465581,1.4,0.013929624382586159,0.0,0.18742037,0.006350116,0.08493544,0.00057449733,0.3560542,0.36285883,0.0018065737,Sad,276,250,305,244,1,1
6666322.0,2024-12-19,11:31:05,1734575465748,1.3985347985347985,-0.00146520146520146,0.7326007326007326,0.18736312,0.0071633263,0.0934568,0.0008673028,0.35421056,0.35447344,0.0024654763,Sad,277,250,307,245,1,1
6672875.0,2024-12-19,11:31:05,1734575465978,1.394139194139194,-0.00439560439560438,0.7326007326007326,0.21338867,0.009689358,0.09006727,0.0008646853,0.28577375,0.39893138,0.0012848753,Sad,281,251,310,247,1,1
6679428.0,2024-12-19,11:31:06,1734575466163,1.38974358974359,-0.004395604395604158,0.0,0.18803246,0.009139556,0.10381287,0.001991823,0.34368372,0.3500743,0.0032652954,Sad,284,250,315,247,1,1
6685981.0,2024-12-19,11:31:06,1734575466342,1.3868131868131868,-0.002930402930403142,0.0,0.21034554,0.011597037,0.110650584,0.0018130026,0.30916825,0.35289606,0.0035295004,Sad,286,250,317,248,1,1
6692534.0,2024-12-19,11:31:06,1734575466545,1.4054834054834056,0.018670218670218786,0.0,0.19718175,0.010872851,0.11690743,0.002463359,0.32709718,0.34049544,0.004981979,Sad,287,251,318,248,1,1
6699087.0,2024-12-19,11:31:06,1734575466749,1.402819402819403,-0.002664002664002574,0.7326007326007326,0.21435373,0.013245941,0.12252126,0.0025086668,0.2946174,0.347801,0.0049520484,Sad,287,251,318,248,1,1
6705640.0,2024-12-19,11:31:06,1734575466945,1.401043401043401,-0.001776001776002012,0.7326007326007326,0.22446837,0.014766207,0.12554725,0.002501215,0.2778569,0.34983742,0.005022696,Sad,287,251,318,248,1,1
6712193.0,2024-12-19,11:31:07,1734575467159,1.3983793983793982,-0.002664002664002796,0.0,0.22838962,0.015390152,0.1281806,0.0024866057,0.2724276,0.34772906,0.005396434,Sad,287,251,318,248,1,1
6718746.0,2024-12-19,11:31:07,1734575467379,1.3948273948273946,-0.0035520035520035798,1400.7326007326005,0.24509653,0.01779268,0.12656236,0.0022270416,0.24791464,0.35595748,0.0044492288,Sad,287,251,317,248,1,1
6725299.0,2024-12-19,11:31:07,1734575467557,1.3926073926073925,-0.002220002220002071,1328.937728937729,0.24415463,0.01688569,0.12170368,0.0019404648,0.24969134,0.3618344,0.0037898894,Sad,287,252,317,249,1,1
6731852.0,2024-12-19,11:31:07,1734575467749,1.38994338994339,-0.002664002664002574,1337.7289377289376,0.23081145,0.013623059,0.10750789,0.0014583851,0.26496243,0.37925524,0.0023814556,Sad,287,252,317,249,1,1
6738405.0,2024-12-19,11:31:07,1734575467954,1.3877233877233877,-0.002220002220002293,1345.054945054945,0.20964043,0.011493744,0.10527438,0.0018243782,0.2914161,0.3778837,0.0024671974,Sad,286,252,317,249,1,1
6744958.0,2024-12-19,11:31:08,1734575468147,1.3859473859473859,-0.0017760017760017899,1352.3809523809523,0.20741658,0.0116272755,0.10815576,0.0020874275,0.29701173,0.37085146,0.002849731,Sad,286,252,317,249,1,1
6751511.0,2024-12-19,11:31:08,1734575468349,1.3832833832833833,-0.002664002664002574,1357.5091575091574,0.21992084,0.013816936,0.11568106,0.0023137138,0.2784813,0.36636385,0.0034222445,Sad,286,252,317,249,1,1
