timestamp,date,time,time(ms),GSR,SCR,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open,Left_eye_h,Right_eye_h,Left_brow_h1,Right_brow_h1,Left_brow_h2,Right_brow_h2,Between_brows,Left_chin_length,Right_chin_length,Mouth_width,Mouth_inner_height,Mouth_outer_height
15015540.0,2025-01-09,14:07:06,1736399226064,0.7326007326007323,0.0,0.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15022093.0,2025-01-09,14:07:06,1736399226190,0.7450549450549451,0.012454212454212743,1621.9780219780218,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15028646.0,2025-01-09,14:07:06,1736399226417,0.73992673992674,-0.00512820512820511,1630.7692307692307,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15035199.0,2025-01-09,14:07:06,1736399226606,0.7532467532467534,0.013320013320013424,2078.388278388278,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15041752.0,2025-01-09,14:07:06,1736399226791,0.7448107448107448,-0.008436008436008557,1909.1575091575091,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15048305.0,2025-01-09,14:07:06,1736399226996,0.7603507603507603,0.015540015540015495,2810.9890109890107,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15054858.0,2025-01-09,14:07:07,1736399227222,0.7417027417027416,-0.018648018648018683,2286.4468864468863,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15061411.0,2025-01-09,14:07:07,1736399227392,0.7390387390387391,-0.002664002664002574,1271.7948717948716,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15067964.0,2025-01-09,14:07:07,1736399227593,0.7301587301587301,-0.00888000888000895,372.16117216117215,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15074517.0,2025-01-09,14:07:07,1736399227811,0.7408147408147409,0.01065601065601074,1833.6996336996335,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15081070.0,2025-01-09,14:07:07,1736399227992,0.7483627483627484,0.0075480075480075515,1283.5164835164835,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15087623.0,2025-01-09,14:07:08,1736399228214,0.7683427683427683,0.01998001998001986,1361.1721611721612,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15094176.0,2025-01-09,14:07:08,1736399228390,0.7550227550227551,-0.013320013320013202,30.769230769230766,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15100729.0,2025-01-09,14:07:08,1736399228610,0.7523587523587524,-0.002664002664002685,641.7582417582418,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15107282.0,2025-01-09,14:07:08,1736399228792,0.7545787545787547,0.002220002220002293,1317.216117216117,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15113835.0,2025-01-09,14:07:08,1736399228994,0.7545787545787547,0.0,1928.2051282051282,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15120388.0,2025-01-09,14:07:09,1736399229193,0.759018759018759,0.004440004440004364,2810.9890109890107,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15126941.0,2025-01-09,14:07:09,1736399229402,0.7603507603507603,0.001332001332001287,0.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15133494.0,2025-01-09,14:07:09,1736399229587,0.7616827616827617,0.001332001332001398,633.6996336996336,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15140047.0,2025-01-09,14:07:11,1736399231177,0.7616827616827617,0.0,1406.5934065934066,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15146600.0,2025-01-09,14:07:11,1736399231261,0.7763347763347762,0.014652014652014489,1471.7948717948716,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15153153.0,2025-01-09,14:07:11,1736399231315,0.763014763014763,-0.013320013320013202,2287.179487179487,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15159706.0,2025-01-09,14:07:11,1736399231378,0.7483627483627484,-0.0146520146520146,1025.6410256410256,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15166259.0,2025-01-09,14:07:11,1736399231438,0.7807747807747809,0.0324120324120325,1433.6996336996335,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15172812.0,2025-01-09,14:07:11,1736399231494,0.7647907647907648,-0.01598401598401611,1463.7362637362637,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15179365.0,2025-01-09,14:07:11,1736399231563,0.7732267732267731,0.008436008436008335,1273.9926739926739,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15185918.0,2025-01-09,14:07:11,1736399231627,0.7785547785547786,0.005328005328005481,1956.0439560439559,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15192471.0,2025-01-09,14:07:11,1736399231684,0.7687867687867688,-0.009768009768009844,1742.8571428571427,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15199024.0,2025-01-09,14:07:11,1736399231741,0.7448107448107448,-0.02397602397602394,832.9670329670329,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15205577.0,2025-01-09,14:07:11,1736399231813,0.7750027750027749,0.030192030192030095,1161.1721611721612,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15212130.0,2025-01-09,14:07:11,1736399231988,0.7776667776667777,0.002664002664002796,1221.245421245421,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15218683.0,2025-01-09,14:07:12,1736399232202,0.7865467865467867,0.00888000888000895,1392.6739926739926,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15225236.0,2025-01-09,14:07:12,1736399232401,0.7785547785547786,-0.007992007992008054,1390.4761904761904,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
15231789.0,2025-01-09,14:07:12,1736399232597,0.7972027972027972,0.01864801864801857,1356.0439560439559,0.23669034,0.02973344,0.16907133,0.029224845,0.1607222,0.3636532,0.01090473,Sad,112,214,184,196,1,0,7.0710678118654755,6.708203932499369,23.430749027719962,27.730849247724095,15.297058540778355,24.596747752497688,23.08679276123039,44.04543109109048,73.24616030891995,54.817880294662984,3.1622776601683795,18.973665961010276
