timestamp,date,time,time(ms),GSR,SCR,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open,Left_eye_h,Right_eye_h,Left_brow_h1,Right_brow_h1,Left_brow_h2,Right_brow_h2,Between_brows,Left_chin_length,Right_chin_length,Mouth_width,Mouth_inner_height,Mouth_outer_height
5467546.0,2024-12-23,10:40:25,1734918025720,0.9980727750762597,0.0,0.0,0.08475694,0.002558924,0.065838054,0.004945991,0.61069334,0.22764526,0.003561509,Neutral,285,241,328,238,1,1,5.0990195135927845,5.0990195135927845,14.422205101855956,16.64331697709324,16.76305461424021,17.4928556845359,13.038404810405298,26.92582403567252,32.28002478313795,36.05551275463989,1.0,8.06225774829855
5474099.0,2024-12-23,10:40:25,1734918025824,1.0117216117216117,0.013648836645351992,0.7326007326007326,0.08583235,0.0028214336,0.068090305,0.0068099606,0.6040951,0.22851178,0.0038391184,Neutral,285,241,329,239,1,1,5.0990195135927845,4.123105625617661,14.422205101855956,16.64331697709324,16.76305461424021,16.64331697709324,13.0,27.85677655436824,32.57299494980466,35.014282800023196,0.0,8.06225774829855
5480652.0,2024-12-23,10:40:26,1734918026007,1.0072150072150072,-0.00450660450660445,0.7326007326007326,0.08203598,0.002679055,0.06668563,0.00751308,0.6152869,0.22185776,0.0039415383,Neutral,285,241,329,239,1,1,5.0990195135927845,4.123105625617661,15.0,16.64331697709324,17.08800749063506,17.4928556845359,12.041594578792296,27.202941017470888,32.57299494980466,35.014282800023196,1.0,8.06225774829855
5487205.0,2024-12-23,10:40:26,1734918026197,1.0054390054390054,-0.0017760017760017899,0.0,0.092849515,0.0032374666,0.071937904,0.0075799585,0.5737518,0.24700527,0.0036380587,Neutral,286,242,329,239,1,1,5.0,5.0990195135927845,15.0,15.811388300841896,17.08800749063506,17.0,13.038404810405298,28.231188426986208,32.57299494980466,35.05709628591621,1.0,8.246211251235321
5493758.0,2024-12-23,10:40:26,1734918026414,1.0072150072150072,0.0017760017760017899,0.0,0.07158454,0.0019562102,0.058375992,0.004998531,0.6552818,0.2043798,0.0034231122,Neutral,289,243,332,240,1,1,5.0,5.0990195135927845,14.212670403551895,15.811388300841896,16.15549442140351,17.0,13.038404810405298,28.792360097775937,31.016124838541646,36.013886210738214,1.0,8.0
5500311.0,2024-12-23,10:40:26,1734918026618,1.016095016095016,0.008880008880008727,0.7326007326007326,0.08450491,0.002408913,0.06306705,0.0042278264,0.608929,0.2338814,0.0029809987,Neutral,291,243,334,240,1,1,5.0990195135927845,4.123105625617661,15.0,16.64331697709324,15.811388300841896,16.1245154965971,15.033296378372908,29.732137494637012,29.732137494637012,35.05709628591621,1.0,8.06225774829855
5506864.0,2024-12-23,10:40:26,1734918026812,1.0271950271950274,0.011100011100011464,0.7326007326007326,0.06287395,0.0015057971,0.051470112,0.0037472248,0.6929488,0.18430617,0.0031478256,Neutral,296,243,340,240,1,1,5.0,5.0990195135927845,15.0,14.7648230602334,16.15549442140351,15.652475842498529,14.035668847618199,32.984845004941285,26.40075756488817,35.12833614050059,0.0,8.06225774829855
5513417.0,2024-12-23,10:40:27,1734918027003,1.0427350427350428,0.015540015540015384,0.7326007326007326,0.11575682,0.003847423,0.07279026,0.0034746886,0.48612174,0.3161659,0.0018431911,Neutral,301,245,341,242,0,0,3.0,3.1622776601683795,18.027756377319946,17.88854381999832,18.027756377319946,16.492422502470642,15.033296378372908,36.87817782917155,27.784887978899608,34.132096331752024,1.0,8.246211251235321
5519970.0,2024-12-23,10:40:27,1734918027219,1.0591630591630592,0.01642801642801639,0.0,0.061008602,0.001694306,0.054149065,0.0075424854,0.6951486,0.17634912,0.00410782,Neutral,302,242,345,238,1,1,5.0,4.123105625617661,14.866068747318506,14.317821063276353,17.46424919657298,15.231546211727817,14.0,36.6742416417845,25.238858928247925,35.12833614050059,1.0,7.0710678118654755
5526523.0,2024-12-23,10:40:27,1734918027404,1.0684870684870686,0.009324009324009452,0.7326007326007326,0.09242474,0.003219767,0.08401183,0.0068453103,0.5688055,0.23793846,0.0067543844,Neutral,308,241,350,238,1,1,5.0,4.123105625617661,16.278820596099706,13.92838827718412,16.55294535724685,15.811388300841896,13.038404810405298,39.6232255123179,23.021728866442675,35.12833614050059,1.0,8.246211251235321
5533076.0,2024-12-23,10:40:27,1734918027597,1.0773670773670772,0.008880008880008505,1390.4761904761904,0.08902194,0.0027791655,0.07075252,0.0054925214,0.58767533,0.24035211,0.003926356,Neutral,314,241,354,239,1,1,4.0,4.123105625617661,14.142135623730951,13.0,17.0,13.341664064126334,13.038404810405298,43.41658669218482,22.67156809750927,31.064449134018133,1.4142135623730951,8.06225774829855
5539629.0,2024-12-23,10:40:27,1734918027796,1.0835830835830835,0.006216006216006376,1346.5201465201465,0.11722797,0.004603249,0.0906678,0.006241051,0.47523922,0.3018874,0.0041333367,Neutral,317,242,356,240,1,1,5.0990195135927845,4.123105625617661,15.620499351813308,13.92838827718412,18.35755975068582,15.297058540778355,13.0,44.40720662234904,21.93171219946131,31.064449134018133,0.0,8.06225774829855
5546182.0,2024-12-23,10:40:27,1734918027999,1.0875790875790874,0.003996003996003861,1351.6483516483515,0.10953664,0.004360617,0.08795797,0.008394616,0.49486828,0.29060864,0.004273203,Neutral,319,243,357,241,1,1,4.123105625617661,3.1622776601683795,15.620499351813308,14.317821063276353,18.35755975068582,15.132745950421556,13.0,45.39823785126467,21.93171219946131,30.066592756745816,1.4142135623730951,8.06225774829855
5552735.0,2024-12-23,10:40:28,1734918028205,1.0906870906870905,0.0031080031080030768,1359.7069597069597,0.10538464,0.004050791,0.086332045,0.00798969,0.5135569,0.27815697,0.0045290017,Neutral,318,243,358,241,1,1,5.0,4.123105625617661,14.212670403551895,13.0,17.4928556845359,14.142135623730951,13.0,44.553338819890925,19.79898987322333,31.064449134018133,2.23606797749979,8.06225774829855
5559288.0,2024-12-23,10:40:28,1734918028404,1.0924630924630925,0.001776001776002012,1365.5677655677655,0.16865525,0.007787885,0.08892079,0.0025033494,0.31925157,0.41152045,0.0013607483,Sad,320,250,357,248,0,1,3.0,3.1622776601683795,17.204650534085253,16.15549442140351,18.867962264113206,15.0,14.0,44.91102314577124,19.849433241279208,31.144823004794873,2.0,8.0
5565841.0,2024-12-23,10:40:28,1734918028604,1.095127095127095,0.002664002664002574,1367.7655677655678,0.17484154,0.01177822,0.104699574,0.006575666,0.28170866,0.4182868,0.0021095707,Sad,320,259,359,257,0,1,3.1622776601683795,3.0,15.811388300841896,17.46424919657298,17.204650534085253,13.0,13.038404810405298,42.95346318982906,17.69180601295413,33.06055050963308,1.0,7.0710678118654755
5572394.0,2024-12-23,10:40:28,1734918028792,1.0929070929070928,-0.002220002220002293,1368.4981684981683,0.0931496,0.0031145355,0.07481249,0.007158637,0.5573887,0.26056126,0.0038147385,Neutral,320,250,359,249,0,1,3.1622776601683795,4.123105625617661,16.64331697709324,14.317821063276353,18.027756377319946,14.035668847618199,14.0,43.93176527297759,19.849433241279208,32.0624390837628,0.0,8.0
5578947.0,2024-12-23,10:40:29,1734918029009,1.083139083139083,-0.009768009768009733,1372.8937728937728,0.09120356,0.0029429754,0.07631082,0.005728479,0.57470787,0.24435496,0.0047513233,Neutral,320,248,359,248,1,1,4.123105625617661,3.0,16.64331697709324,15.231546211727817,17.4928556845359,14.035668847618199,14.035668847618199,42.95346318982906,20.615528128088304,33.06055050963308,0.0,8.0
5585500.0,2024-12-23,10:40:29,1734918029211,1.072927072927073,-0.010212010212010014,1375.091575091575,0.10972618,0.0031066819,0.067335375,0.002197325,0.5189591,0.2969201,0.0017552468,Neutral,319,245,359,245,1,1,5.0,4.123105625617661,15.0,13.416407864998739,17.4928556845359,13.152946437965905,13.038404810405298,41.97618372363071,20.0,33.06055050963308,1.0,7.0
5592053.0,2024-12-23,10:40:29,1734918029404,1.068931068931069,-0.003996003996004083,1381.6849816849815,0.15172291,0.008243741,0.10547493,0.0073979194,0.35114747,0.37264517,0.0033678336,Sad,324,246,360,244,0,1,3.0,3.0,16.64331697709324,15.231546211727817,16.64331697709324,14.0,13.038404810405298,42.95346318982906,19.849433241279208,31.064449134018133,0.0,9.0
5598606.0,2024-12-23,10:40:29,1734918029600,1.0551670551670553,-0.013764013764013594,1367.032967032967,0.16067956,0.011600123,0.111542284,0.012041571,0.30228713,0.39863524,0.0032140878,Sad,344,251,374,248,0,1,3.1622776601683795,3.0,14.7648230602334,17.46424919657298,19.4164878389476,13.92838827718412,12.0,53.150729063673246,14.212670403551895,25.317977802344327,0.0,8.0
5605159.0,2024-12-23,10:40:29,1734918029845,1.040959040959041,-0.014208014208014319,1380.952380952381,0.22942163,0.02502147,0.14951386,0.010886304,0.207398,0.3711357,0.006623027,Sad,359,252,396,255,0,1,3.1622776601683795,3.1622776601683795,13.601470508735444,13.45362404707371,17.69180601295413,12.36931687685298,15.297058540778355,47.265209192385896,13.92838827718412,30.066592756745816,5.0,14.142135623730951
5611712.0,2024-12-23,10:40:30,1734918030019,1.033855033855034,-0.0071040071040069375,1378.7545787545787,0.2522787,0.029818967,0.16403069,0.010886015,0.18024121,0.35396972,0.0087747695,Sad,366,248,393,248,1,1,5.0990195135927845,4.0,13.038404810405298,13.416407864998739,18.439088914585774,10.770329614269007,6.082762530298219,49.64876634922564,14.7648230602334,18.0,2.0,13.341664064126334
5618265.0,2024-12-23,10:40:30,1734918030201,1.0200910200910198,-0.01376401376401426,1350.9157509157508,0.22394039,0.022152616,0.17877674,0.009814165,0.23616639,0.31223094,0.016918698,Sad,373,247,403,252,0,1,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5624818.0,2024-12-23,10:40:30,1734918030389,1.0107670107670106,-0.00932400932400923,1369.9633699633698,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5631371.0,2024-12-23,10:40:30,1734918030590,1.0027750027750026,-0.007992007992007943,1888.6446886446886,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5637924.0,2024-12-23,10:40:30,1734918030829,1.0005550005550006,-0.002220002220002071,1427.106227106227,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5644477.0,2024-12-23,10:40:31,1734918031013,0.9996669996669996,-0.000888000888001006,1381.6849816849815,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5651030.0,2024-12-23,10:40:31,1734918031210,0.9987789987789988,-0.0008880008880007839,1387.5457875457876,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5657583.0,2024-12-23,10:40:31,1734918031422,0.9978909978909979,-0.0008880008880008949,1386.8131868131868,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5664136.0,2024-12-23,10:40:31,1734918031676,1.0027750027750026,0.004884004884004756,1386.8131868131868,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5670689.0,2024-12-23,10:40:31,1734918031802,1.0072150072150072,0.004440004440004586,1389.7435897435896,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5677242.0,2024-12-23,10:40:31,1734918031995,1.0107670107670106,0.0035520035520033577,1389.0109890109889,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5683795.0,2024-12-23,10:40:32,1734918032214,1.016095016095016,0.00532800532800537,1389.7435897435896,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5690348.0,2024-12-23,10:40:32,1734918032409,1.0209790209790208,0.004884004884004867,1389.0109890109889,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
5696901.0,2024-12-23,10:40:32,1734918032623,1.0271950271950274,0.006216006216006598,1389.7435897435896,,,,,,,,,,,,,,,3.1622776601683795,3.605551275463989,12.041594578792296,8.94427190999916,16.278820596099706,13.341664064126334,9.055385138137417,45.0,6.4031242374328485,24.08318915758459,5.0990195135927845,14.317821063276353
