timestamp,date,time,time(ms),GSR,SCR,PPG,Angry,Disgust,Fear,Happy,Neutral,Sad,Surprise,Emotion,Leye_X,Leye_Y,Reye_X,Reye_Y,Leye_open,Reye_open
5971668.0,2024-12-05,11:43:48,1733366628371,0.7019693430843255,0.0,0.0,0.07514891,0.0016348488,0.055185568,0.0014672546,0.65485066,0.20883349,0.0028792482,Neutral,271,225,317,222,1,0
5978221.0,2024-12-05,11:43:48,1733366628487,0.7128205128205127,0.010851169736187272,0.7326007326007326,0.076686844,0.0017743614,0.057917938,0.0017609275,0.6498693,0.20866366,0.0033269466,Neutral,271,224,318,222,1,1
5984774.0,2024-12-05,11:43:48,1733366628662,0.7021867021867022,-0.010633810633810525,0.7326007326007326,0.06339083,0.0014404627,0.052427243,0.0024232746,0.69866025,0.17800805,0.0036499337,Neutral,272,224,318,221,1,1
5991327.0,2024-12-05,11:43:48,1733366628836,0.7012987012987013,-0.0008880008880008949,0.0,0.06890181,0.0017093224,0.057484046,0.0030340797,0.6755732,0.18917945,0.0041179843,Neutral,272,224,319,222,1,1
5997880.0,2024-12-05,11:43:49,1733366629074,0.7004107004107003,-0.000888000888001006,0.0,0.075055614,0.0019307355,0.06129569,0.0029351488,0.6534579,0.20106925,0.004255673,Neutral,273,224,320,221,1,1
6004433.0,2024-12-05,11:43:49,1733366629238,0.6995226995226995,-0.0008880008880007839,0.0,0.079832636,0.0019978825,0.06268803,0.0022908554,0.63690555,0.21230093,0.0039841477,Neutral,273,225,320,222,1,1
6010986.0,2024-12-05,11:43:49,1733366629450,0.6981906981906981,-0.001332001332001398,0.7326007326007326,0.17723249,0.007975065,0.09123712,0.0019899423,0.33656856,0.38329864,0.0016981617,Sad,275,228,319,225,0,0
6017539.0,2024-12-05,11:43:49,1733366629630,0.6973026973026972,-0.0008880008880008949,0.0,0.16034365,0.009318414,0.10947985,0.00712542,0.37311003,0.3361328,0.0044898205,Neutral,279,231,325,228,1,1
6024092.0,2024-12-05,11:43:49,1733366629829,0.6964146964146963,-0.0008880008880008949,0.7326007326007326,0.060148615,0.0015154018,0.05107788,0.004008396,0.711484,0.1679546,0.0038111005,Neutral,285,233,331,232,1,1
6030645.0,2024-12-05,11:43:50,1733366630044,0.695082695082695,-0.001332001332001287,650.5494505494505,0.05757685,0.0013285013,0.049000915,0.0030826915,0.7210098,0.16441843,0.0035827947,Neutral,283,234,330,233,1,1
6037198.0,2024-12-05,11:43:50,1733366630256,0.6946386946386947,-0.00044400044400039196,1273.9926739926739,0.061959215,0.0019743543,0.061635707,0.011504391,0.68637186,0.17004503,0.006509404,Neutral,261,234,305,234,1,1
6043751.0,2024-12-05,11:43:50,1733366630443,0.6946386946386947,0.0,1341.3919413919414,0.11376039,0.004824015,0.09008622,0.009203028,0.48485845,0.2929085,0.0043594413,Neutral,252,234,294,233,1,1
6050304.0,2024-12-05,11:43:50,1733366630631,0.695082695082695,0.00044400044400039196,1350.9157509157508,0.0679927,0.0020534603,0.06678852,0.007487908,0.66031295,0.18892479,0.0064397007,Neutral,253,234,295,233,1,1
6056857.0,2024-12-05,11:43:50,1733366630856,0.6955266955266955,0.000444000444000503,1356.7765567765566,0.14532642,0.0071112094,0.10759486,0.0060407016,0.41129354,0.31714207,0.0054912297,Neutral,262,232,308,230,1,1
6063410.0,2024-12-05,11:43:51,1733366631045,0.6959706959706959,0.00044400044400039196,1362.6373626373625,0.091727085,0.0028486697,0.07794033,0.0036308693,0.58984536,0.22764108,0.0063666394,Neutral,272,227,319,225,1,1
6069963.0,2024-12-05,11:43:51,1733366631228,0.6964146964146963,0.00044400044400039196,1367.032967032967,0.12612231,0.005068684,0.089927465,0.0043285796,0.48023766,0.2900549,0.0042604147,Neutral,274,225,321,223,1,1
6076516.0,2024-12-05,11:43:51,1733366631458,0.6964146964146963,0.0,1369.230769230769,0.16754018,0.008401984,0.110668615,0.0034058322,0.38230005,0.32221204,0.0054713455,Neutral,277,222,323,220,1,1
6083069.0,2024-12-05,11:43:51,1733366631653,0.6964146964146963,0.0,1370.6959706959706,0.1718295,0.008636739,0.10009515,0.0033682405,0.36094272,0.35223582,0.0028917897,Neutral,279,221,324,219,1,1
6089622.0,2024-12-05,11:43:51,1733366631833,0.6959706959706959,-0.00044400044400039196,1372.161172161172,0.14128003,0.006189229,0.09458803,0.0043621254,0.43772632,0.31198642,0.0038678865,Neutral,280,219,325,217,1,1
6096175.0,2024-12-05,11:43:52,1733366632049,0.6964146964146963,0.00044400044400039196,1375.091575091575,0.14420775,0.0066511086,0.10111073,0.0048620333,0.42965746,0.30863568,0.0048752497,Neutral,279,219,324,218,1,1
6102728.0,2024-12-05,11:43:52,1733366632240,0.6959706959706959,-0.00044400044400039196,1375.8241758241757,0.14648442,0.006907442,0.100629725,0.0048625306,0.42405966,0.3124751,0.0045811543,Neutral,278,220,323,218,1,1
6109281.0,2024-12-05,11:43:52,1733366632427,0.6955266955266955,-0.00044400044400039196,1378.021978021978,0.14409281,0.0061353967,0.095298536,0.0034707235,0.43760666,0.30931023,0.0040857126,Neutral,277,220,323,218,1,1
6115834.0,2024-12-05,11:43:52,1733366632653,0.695082695082695,-0.000444000444000503,1376.5567765567764,0.12037614,0.0049527697,0.09188243,0.0056716506,0.4944421,0.2774278,0.005247003,Neutral,276,221,321,218,1,1
6122387.0,2024-12-05,11:43:52,1733366632830,0.695082695082695,0.0,1379.4871794871794,0.14405109,0.007281105,0.108592175,0.0066921934,0.42319506,0.30391276,0.0062756725,Neutral,275,222,320,219,1,1
6128940.0,2024-12-05,11:43:53,1733366633033,0.6955266955266955,0.000444000444000503,1378.7545787545787,0.22808667,0.014592483,0.09973093,0.0016815389,0.24433638,0.4101184,0.0014535723,Sad,277,225,318,222,0,0
6135493.0,2024-12-05,11:43:53,1733366633231,0.6964146964146963,0.0008880008880007839,1380.2197802197802,0.1743858,0.008775968,0.10602787,0.003126708,0.36375394,0.34002003,0.003909748,Neutral,274,222,320,220,1,1
6142046.0,2024-12-05,11:43:53,1733366633460,0.6981906981906981,0.0017760017760017899,1383.150183150183,0.16243598,0.007953944,0.106731035,0.0039082817,0.38289183,0.3315588,0.004520166,Neutral,275,223,321,220,1,1
6148599.0,2024-12-05,11:43:53,1733366633639,0.6999666999666999,0.0017760017760017899,1381.6849816849815,0.1550075,0.007557856,0.10518408,0.0045973654,0.39631826,0.3267239,0.0046109925,Neutral,277,223,323,220,1,1
6155152.0,2024-12-05,11:43:53,1733366633844,0.7017427017427018,0.001776001776001901,1383.150183150183,0.057178024,0.0011171162,0.047034238,0.0016029185,0.7230203,0.16698155,0.003065916,Neutral,282,224,328,222,1,0
6161705.0,2024-12-05,11:43:54,1733366634034,0.7039627039627039,0.002220002220002071,1386.080586080586,0.06335919,0.0017491769,0.06104875,0.00699887,0.6770295,0.18474591,0.005068601,Neutral,295,225,339,222,1,1
6168258.0,2024-12-05,11:43:54,1733366634253,0.7070707070707071,0.003108003108003188,1382.4175824175823,0.08660872,0.0028719492,0.07593749,0.007425753,0.58400106,0.23828253,0.0048725456,Neutral,300,225,343,222,1,0
6174811.0,2024-12-05,11:43:54,1733366634443,0.7097347097347098,0.002664002664002685,1384.6153846153845,0.083132945,0.0026046648,0.07245901,0.0065185064,0.59796876,0.23274253,0.0045735533,Neutral,301,225,344,222,1,1
6181364.0,2024-12-05,11:43:54,1733366634655,0.7123987123987124,0.002664002664002685,1383.8827838827838,0.14364474,0.0065060146,0.10165052,0.004764591,0.4217848,0.3167987,0.0048506125,Neutral,289,224,334,222,1,1
6187917.0,2024-12-05,11:43:54,1733366634833,0.7141747141747142,0.0017760017760017899,1386.080586080586,0.057429273,0.0011325899,0.045611907,0.0017387216,0.7213388,0.17003866,0.0027099703,Neutral,281,223,327,221,1,1
