date,time,speed,brake,handle
2025-02-05,14:24:22,0,0.5,0
2025-02-05,14:24:22,0,0.5,0
2025-02-05,14:24:24,0,0.5,0
2025-02-05,14:24:24,0,-0.000106838,-5.576923
2025-02-05,14:24:24,0,-0.000106838,-5.576923
2025-02-05,14:24:24,0,-0.000106838,-5.576923
2025-02-05,14:24:24,0,-0.000106838,-5.576923
2025-02-05,14:24:24,0,-0.000106838,-5.563187
2025-02-05,14:24:24,0,-0.000106838,-5.494505
2025-02-05,14:24:24,0,-0.000106838,-5.494505
2025-02-05,14:24:24,0,-0.000106838,-5.494505
2025-02-05,14:24:24,0,-0.000106838,-5.494505
2025-02-05,14:24:25,0,-0.000106838,-5.480769
2025-02-05,14:24:25,0,-0.000106838,-4.739011
2025-02-05,14:24:25,0,-0.000106838,-4.697803
2025-02-05,14:24:25,0,-0.000106838,-4.697803
2025-02-05,14:24:25,0,-0.000106838,-4.67033
2025-02-05,14:24:25,0,-0.000106838,-4.629121
2025-02-05,14:24:25,0,-0.000106838,-3.832418
2025-02-05,14:24:25,0,-0.000106838,-3.818681
2025-02-05,14:24:25,0,-0.000106838,-3.818681
2025-02-05,14:24:25,0,-0.000106838,-3.791209
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:25,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
2025-02-05,14:24:26,0,-0.000106838,-3.612638
