date,time,speed,brake,handle
2025-01-20,15:36:32,0,0.5,0
2025-01-20,15:36:32,0,0.5,0
2025-01-20,15:36:34,0,0.5,0
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:34,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:35,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
2025-01-20,15:36:36,0,-0.000106838,-0.1236264
