date,time,speed,brake,handle
2025-01-15,13:12:37,0,0.5,0
2025-01-15,13:12:37,0,0.5,0
2025-01-15,13:12:39,0,0.5,0
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:39,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
2025-01-15,13:12:40,0,-0.000106838,1.043956
