User,Support,Event,Trial_no,Event_period,Speed_avg,Handle_avg,Brake_avg,Speed_std,Handle_std,Brake_std,Brake_feq,GSR_avg,GSR_std,GSR_max,GSR_min,GSR_range,GSR_peaks,GSR_Z_avg,SCR_avg,SCR_std,SCR_max,SCR_min,SCR_range,GSR_time_to_stable,SCR_duration_unstable,SCR_peaks,SCR_Z_avg,PPG_avg,PPG_std,PPG_max,PPG_min,PPG_range,PPG_peaks,HR_bpm,HRV_ibi,SDNN,RMSSD,pNN50,Leye_dist_avg,Reye_dist_avg,Leye_open_avg,Reye_open_avg,Leye_blink_rate,Reye_blink_rate,eye_blink_rate,Angry_avg,Disgust_avg,Fear_avg,Happy_avg,Neutral_avg,Sad_avg,Surprise_avg,Emotion1,Emotion2
1,o,1,1,56.0,70.65600501724678,-0.005608218730009404,0.00193185403323926,26.126871935023928,1.0814163405983586,0.031870457644426115,13,1.396559876521847,0.17321597111099682,1.8033146267406228,1.001655866154809,0.8016587605858139,8,0.031081412269606163,0.002001928637143498,0.00849109002738239,0.0251779242034525,-0.0153563134141838,0.0405342376176363,1000.0,2000.0,8,0.16876054925549225,1397.1521152994505,82.50660023139513,1644.688645,1261.538462,383.15018299999997,97,,,,,,1.0799954671798557,1.09521174009479,0.989010989010989,0.9725274725274725,0.07142857142857142,0.16071428571428573,0.16071428571428573,0.21011026313186812,0.012295179760989011,0.11370151889010989,0.001975081434065934,0.3005858837362637,0.3575627374175823,0.003769333041208791,Sad,Neutral
1,o,2,1,50.0,68.75665024630541,0.10497301564860431,-0.00010683799999999996,15.763764794518053,2.0497532209087845,1.748563147095251e-18,0,1.4490354157442387,0.08523719187710556,1.667762711360757,1.2173079638756827,0.4504547474850742,4,0.2314247165663048,-0.0009865041397181518,0.01332524213678804,0.0329959126173342,-0.0327507046705943,0.0657466172879285,63000.0,3000.0,7,-0.09859276623912805,1397.6699992030076,80.26099348741532,1566.300366,1286.446886,279.85348,40,,,,,,1.4084462383551872,1.724527494279161,0.9924812030075187,0.9548872180451128,0.02,0.08,0.1,0.22492492812030074,0.016713998571428572,0.12326486509022555,0.0022734603233082705,0.2928045273684211,0.3349447608270677,0.005073461932330827,Sad,Sad
1,o,3,1,24.0,60.14004796163069,-0.015139537976019201,-0.00010683799999999996,13.27364268800508,0.5422334327162492,1.626693399853871e-18,0,1.0864320812199268,0.06842129872349971,1.2418082879287773,0.9736358121371562,0.26817247579162107,6,-1.1529374312856941,-0.0011913053682404277,0.002864698053012184,0.0099337274529129,-0.0065467403988466,0.016480467851759502,42000.0,0.0,6,-0.11691484056743395,1398.6258317573963,77.16039888240732,1560.43956,1279.120879,281.31868099999997,46,,,,,,1.1519871872126024,1.144647715710684,0.9644970414201184,0.9349112426035503,0.25,0.4166666666666667,0.4166666666666667,0.18803855573964495,0.00962620425443787,0.10608368779881655,0.0022277829940828405,0.3538029955621302,0.336555195443787,0.0036655797041420116,Neutral,Sad
1,o,4,1,18.0,72.12444444444445,-0.004105606816666661,-0.00010683799999999997,14.97342698026481,0.667729102707693,1.5725300246851823e-18,0,1.1519262485102666,0.05495402725497641,1.327441368887635,1.06293626248462,0.26450510640301506,4,-0.9028910652731559,-0.0014423665233606266,0.0020638072927758326,0.0014530044691449,-0.0120303539674369,0.0134833584365818,38000.0,0.0,10,-0.13937545361283987,1399.828540255319,73.69177423528436,1600.0,1273.260073,326.7399270000001,49,,,,,,1.106525315258938,1.086943824807396,0.9680851063829787,0.9521276595744681,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.19404713367021273,0.010413631202127661,0.1106831768031915,0.0022786198085106386,0.33961242558510635,0.338992124893617,0.00397288629787234,Neutral,Sad
1,o,5,1,92.0,46.74777562862669,0.04031075029013542,0.008975143493230173,24.500011250030862,1.2984122180838265,0.07162234415475341,95,1.2698217680341453,0.24940618867665107,2.061341678846927,1.0049907893290728,1.0563508895178544,11,-0.45278462914698325,0.0011033040652185997,0.01446504582961613,0.0875179401250926,-0.0295389278352836,0.1170568679603762,2000.0,5000.0,17,0.088367153576918,1400.6244887902913,81.47998256879332,1600.732601,1254.212454,346.52014699999995,136,,,,,,1.155219925066125,1.3158193234254185,0.9592233009708738,0.9359223300970874,0.18478260869565216,0.30434782608695654,0.30434782608695654,0.18696025687378642,0.00985280635339806,0.1057117151669903,0.0021813338446601944,0.3574563619029126,0.33410458431067963,0.0037329397165048544,Neutral,Sad
1,o,6,1,53.0,77.6985119047619,0.018429506803571426,0.0014854782934523808,14.129031473667977,4.510824861202627,0.018545898573478548,27,1.3977324962788422,0.29222295152606903,2.4152845802694123,1.1114325246082366,1.3038520556611757,6,0.035558288930260945,-0.0007375609857665211,0.017367964713218963,0.0861909153279734,-0.0371437193766055,0.12333463470457891,62000.0,4000.0,15,-0.076321635332665,1401.450337110145,81.03585560449739,1684.981685,1269.59707,415.38461499999994,89,,,,,,1.2366026896812017,1.2799069860071226,0.9449275362318841,0.9217391304347826,0.3018867924528302,0.41509433962264153,0.41509433962264153,0.19244431010144927,0.010643905104347826,0.10946001759710146,0.002288974260869565,0.34960981753623194,0.3314071634782609,0.004145811171014493,Neutral,Sad
1,o,8,1,74.0,15.596503496503496,27.45190361938928,0.08862632850209791,20.947026790172515,50.75555767315028,0.1337194057861049,1358,1.65115018789771,0.3761852305414884,2.56080150190069,1.0485504836993522,1.5122510182013378,9,1.00306693121405,0.0009351499222845915,0.017998907716087965,0.0581900062094451,-0.0559378546573399,0.114127860866785,36000.0,8000.0,17,0.07332362709185082,1397.0835703896457,82.09492112457794,1612.454212,1254.945055,357.5091570000002,100,,,,,,1.6299482014481894,1.702346733963728,0.9782016348773842,0.9455040871934605,0.0945945945945946,0.1891891891891892,0.20270270270270271,0.2040119124904632,0.012885364686648502,0.11766445140871935,0.002678575269754768,0.3235397594005449,0.3341450646049046,0.005074868983651227,Sad,Sad
1,o,9,1,45.0,59.721008403361346,20.42178882019832,0.01847706715226891,33.88303408761939,48.16044271886423,0.06837002137675931,206,1.477901929094796,0.30958205818798895,2.1902988607493685,1.10073314464607,1.0895657161032986,3,0.34163249630280595,-0.002270982736881352,0.007650668959700021,0.0253602199798461,-0.020840890455012,0.0462011104348581,53000.0,1000.0,18,-0.2135057113427829,1401.8591244918034,77.68697488085463,1600.0,1278.388278,321.6117220000001,77,,,,,,1.2824691951485243,1.4021373138502673,0.9737704918032787,0.9377049180327869,0.13333333333333333,0.3333333333333333,0.35555555555555557,0.19355705289836064,0.010673806537704918,0.1135237327639344,0.0026762065803278686,0.3388560975737705,0.3360823001967213,0.004630802537704918,Neutral,Sad
1,o,10,1,11.0,81.46174678402167,0.04452895603926881,-0.00010683799999999994,13.500353520747613,3.1650371919124414,1.4777257904102702e-18,0,1.2398321705541004,0.2371439939815782,1.73306071519211,0.95305972001942,0.7800009951726901,2,-0.567280166357518,0.00430637579544272,0.010264374106740541,0.0255704607382257,-0.0148349325465276,0.0404053932847533,2000.0,3000.0,2,0.3749226529921749,1399.4611840129035,84.76409820652876,1617.582418,1251.282051,366.30036700000005,39,,,,,,0.8936473206754476,1.0148804456773388,0.9741935483870968,0.9612903225806452,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.1983900473548387,0.011482861993548388,0.11618465549032259,0.0026658675161290325,0.33108809322580646,0.3356004409032258,0.0045880300064516134,Sad,Neutral
1,o,11,1,97.0,54.97228340675477,0.02602277205396476,0.0005910859207048459,21.098946934370495,2.2611702009924657,0.007539470827452711,50,1.6641059342015585,0.20893569549465857,2.2080900191267183,1.3390926136817316,0.8689974054449867,12,1.0525299203058365,0.00026320357900570454,0.013844959146950175,0.0569652533281911,-0.0409514935185234,0.0979167468467145,49000.0,7000.0,13,0.013209481610300194,1398.7840338350516,83.33624491671506,1657.142857,1269.59707,387.545787,145,,,,,,1.0122553061814483,1.0671114990450965,0.9776632302405498,0.9604810996563574,0.12371134020618557,0.21649484536082475,0.21649484536082475,0.2067992059621993,0.011823121324742268,0.1152064246701031,0.0020646314415807563,0.32045811682130587,0.3393202673539519,0.004328231053264605,Sad,Neutral
